night_ratio_30d,mcc_entropy_30d,distinct_merchants_7d,distinct_countries_30d,device_diversity_30d,decline_rate_30d,chargebacks_365d,credit_util_today,spending_trend,ip_score,txn_count_7d,txn_count_30d,txn_count_ratio_7d_30d,hour,log_mean_amount_30d,amount_to_mean_30d,log_amount_to_max_30d,amount_z_30d,night_unusual_score,currency,payment_channel,merchant_country,mcc,card_entry_mode,auth_result,pin_verif_method,recurring_flag,auth_characteristics,message_type,term_location,day_name,time_period,night_ratio_group,night_unusual_group,amount_to_max_group,ip_score_risk_group,decline_rate_risk_group,credit_util_risk_group,txn_count_7d_group,txn_velocity_group,very_low_mcc_entropy_flag,low_mcc_entropy_flag,low_night_ratio_flag,high_max_amount_30d_flag,low_spending_trend_flag,low_country_diversity_flag,night_transaction_flag,card_not_present_flag,cross_border_flag,tokenised_flag,low_mcc_entropy_x_low_night_ratio,low_mcc_entropy_x_low_night_ratio_x_card_not_present,low_mcc_entropy_x_high_max_amount_30d,low_mcc_entropy_x_low_spending_trend,low_night_ratio_x_high_max_amount_30d,low_night_ratio_x_night_transaction,low_mcc_entropy_x_card_not_present,cross_border_x_low_country_diversity,fraud,y_true,fraud_probability,y_pred,threshold,error_type
0.546,0.203,86,11,5,0.128,0,0.256,0.658,0.3957,47.0,80.0,0.5802469135802469,6,1.860974538249528,5399.740279937792,0.21229621653043515,15428.844444444445,0.0,EUR,SMART_WATCH,JP,3274,TOKEN_IN_APP,CVV_PASS,OFFLINE_PIN,MOTO_MAIL,CRYPTOGRAM_PRESENT,0400-Reversal,WEARABLE_PAY,Friday,morning,medium,not_night,below_half_max,medium,medium,low,gt_20,medium,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0.8969942497185368,1,0.66,TP
0.052,0.215,32,11,21,0.134,0,0.039,1.311,0.1521,5.0,103.0,0.04807692307692308,7,1.9487632180377197,14387.061253561254,0.6186209377032829,43909.19565217391,0.0,VND,API_SERVER,CA,7697,MANUAL_KEYED,3DS_FAIL,NONE,INSTALLMENT_PLAN,E_COMMERCE,0420-RepeatRev,WEARABLE_PAY,Friday,morning,very_low,not_night,near_max,low,medium,low,2_5,very_low,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,1,0.964386722241756,1,0.66,TP
0.113,0.422,31,10,26,0.312,0,0.645,1.607,0.1381,68.0,290.0,0.23367697594501718,8,1.9906103279732201,5160.415300546448,0.17959968912952692,17984.723809523806,0.0,CAD,ATM,SG,3154,MAGSTRIPE,3DS_PASS,ONLINE_PIN,MOTO_PHONE,CRYPTOGRAM_PRESENT,0400-Reversal,MOBILE_APP,Friday,morning,low,not_night,below_half_max,low,high,high,gt_20,low,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0.9631477398117892,1,0.66,TP
0.031,0.841,75,2,5,0.2,0,0.289,4.391,0.2247,59.0,449.0,0.13111111111111112,8,2.469793011977952,11340.911167512691,0.4310620762593742,32933.35380835381,0.0,HKD,WEB_BROWSER,CN,4517,QR_CODE,BIOMETRIC_FAIL,NONE,SINGLE_PURCHASE,MOBILE_TOKEN,0200-FinReq,BRANCH_COUNTER,Friday,morning,very_low,not_night,near_max,medium,medium,low,gt_20,very_low,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0.7854491871465799,1,0.66,TP
0.145,0.423,58,2,12,0.295,0,0.091,0.871,0.1968,71.0,91.0,0.7717391304347826,9,2.9025198918318122,9385.767288693743,1.6017585878072675,68124.0876494024,0.0,USD,IVR_PHONE,DE,7244,CONTACTLESS,BIOMETRIC_PASS,SIGNATURE,MOTO_MAIL,CARD_PRESENT,0200-FinReq,WEARABLE_PAY,Friday,morning,low,not_night,much_above_max,low,medium,low,gt_20,medium,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.923574373051105,1,0.66,TP
0.001,1.725,120,8,5,0.036,0,0.425,0.335,0.209,35.0,162.0,0.2147239263803681,9,2.2082744135228043,8317.631868131868,0.2940390726085738,8068.48081023454,0.0,CAD,WEB_BROWSER,CN,5188,QR_CODE,3DS_PASS,ONLINE_PIN,SINGLE_PURCHASE,CARD_PRESENT,0200-FinReq,CALL_CENTER,Friday,morning,very_low,not_night,below_half_max,medium,low,medium,gt_20,low,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0.8452976982365642,1,0.66,TP
0.246,0.591,25,15,24,0.092,0,0.984,0.222,0.3642,33.0,337.0,0.09763313609467456,11,1.9242486522741338,19729.545985401463,0.4574728095474589,46440.39175257732,0.0,VND,POS_TERMINAL,JP,4003,CHIP,CVV_PASS,ONLINE_PIN,MOTO_MAIL,CARD_PRESENT,0510-AdviceRsp,MOBILE_APP,Friday,morning,low,not_night,near_max,medium,low,very_high,gt_20,very_low,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.912374897480812,1,0.66,TP
0.07,1.849,110,1,1,0.121,0,0.333,2.328,0.0747,65.0,406.0,0.1597051597051597,11,2.7806808921371178,11516.676379417233,0.6450605171743926,78707.14406779659,0.0,USD,SMART_WATCH,FR,5818,QR_CODE,BIOMETRIC_FAIL,ONLINE_PIN,MOTO_MAIL,CRYPTOGRAM_PRESENT,0210-FinRsp,POS_TERMINAL,Friday,morning,very_low,not_night,near_max,low,medium,medium,gt_20,very_low,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0.9613069257653288,1,0.66,TP
0.058,2.208,91,3,33,0.128,0,0.76,1.307,0.1827,70.0,466.0,0.14989293361884368,15,1.9947003132247452,18384.83129251701,0.4760244594144871,66562.64039408867,0.0,USD,MOBILE_APP,SG,4113,CHIP,CVV_FAIL,OFFLINE_PIN,MOTO_PHONE,CARD_PRESENT,0400-Reversal,BRANCH_COUNTER,Friday,afternoon,very_low,not_night,near_max,low,medium,high,gt_20,very_low,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0.8104119199582106,1,0.66,TP
0.218,1.343,47,11,17,0.065,0,0.749,1.893,0.1993,54.0,147.0,0.36486486486486486,15,1.9782390361706734,27476.535269709544,0.6856157115941118,95504.38461538461,0.0,THB,ATM,DE,3032,CHIP,CVV_PASS,OFFLINE_PIN,MOTO_MAIL,CARD_PRESENT,0510-AdviceRsp,BRANCH_COUNTER,Friday,afternoon,low,not_night,near_max,low,low,high,gt_20,low,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0.7733523828390041,1,0.66,TP
0.51,0.457,40,6,28,0.133,1,0.047,0.954,0.5524,24.0,77.0,0.3076923076923077,17,1.8421356765531218,26914.217115689382,0.5537495300805884,66337.265625,0.0,USD,POS_TERMINAL,VN,5117,CONTACTLESS,3DS_FAIL,SIGNATURE,MOTO_PHONE,MOBILE_TOKEN,0510-AdviceRsp,BRANCH_COUNTER,Friday,afternoon,medium,not_night,near_max,high,medium,low,gt_20,low,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0.9118788712179612,1,0.66,TP
0.35,1.91,66,4,24,0.125,3,0.021,1.466,0.7809,86.0,216.0,0.39631336405529954,17,2.4832385926873033,7502.176961602671,0.3405635676468678,41034.292237442925,0.0,JPY,IVR_PHONE,AU,7473,MAGSTRIPE,AVS_PASS,OFFLINE_PIN,MOTO_MAIL,MOBILE_TOKEN,0210-FinRsp,ONLINE_PORTAL,Friday,afternoon,medium,not_night,below_half_max,high,medium,low,gt_20,low,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0.6816440258873426,1,0.66,TP
0.295,0.275,107,9,20,0.177,0,0.566,0.155,0.2309,60.0,120.0,0.49586776859504134,18,2.1258479144939915,2293.655131264917,0.0996876321864674,8317.510822510823,0.0,USD,WEB_BROWSER,AU,4165,QR_CODE,CVV_PASS,ONLINE_PIN,MOTO_MAIL,MOBILE_TOKEN,0200-FinReq,POS_TERMINAL,Friday,evening,low,not_night,below_half_max,medium,medium,medium,gt_20,low,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,0.9681952032255056,1,0.66,TP
0.576,1.238,112,7,16,0.127,0,0.334,0.511,0.041,60.0,123.0,0.4838709677419355,18,2.87976009730157,4601.887703537339,0.3475034118866658,33041.45564516129,0.0,USD,WEB_BROWSER,US,4053,TOKEN_IN_APP,BIOMETRIC_PASS,ONLINE_PIN,RECURRING_SUBSCRIPTION,E_COMMERCE,0420-RepeatRev,POS_TERMINAL,Friday,evening,medium,not_night,below_half_max,low,medium,medium,gt_20,low,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.7598313402742366,1,0.66,TP
0.029,0.53,36,14,6,0.156,0,1.638,1.656,0.118,44.0,61.0,0.7096774193548387,19,2.065596134857783,3942.5931558935363,0.13634823338044208,15320.280788177339,0.0,USD,IVR_PHONE,IN,4983,MAGSTRIPE,AVS_PASS,ONLINE_PIN,SINGLE_PURCHASE,E_COMMERCE,0110-AuthRsp,MOBILE_APP,Friday,evening,very_low,not_night,below_half_max,low,medium,very_high,gt_20,medium,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0.9604786468531572,1,0.66,TP
0.045,0.012,16,11,34,0.197,0,0.838,0.687,0.0282,28.0,153.0,0.18181818181818182,19,1.9600947840472698,25392.398591549296,0.5751422599634096,81945.42272727271,0.0,GBP,POS_TERMINAL,AE,5214,TOKEN_IN_APP,BIOMETRIC_FAIL,OFFLINE_PIN,INSTALLMENT_PLAN,FORCE_POST,0110-AuthRsp,BRANCH_COUNTER,Friday,evening,very_low,not_night,near_max,low,medium,high,gt_20,very_low,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0.9885597455089192,1,0.66,TP
0.046,0.596,62,5,15,0.138,0,0.615,4.763,0.0373,7.0,331.0,0.02108433734939759,21,2.2396452932201716,16448.780617678378,0.5480244020378208,73545.55238095237,0.0,USD,SMART_WATCH,US,5219,TOKEN_IN_APP,AVS_PASS,OFFLINE_PIN,SINGLE_PURCHASE,FALLBACK_MAG,0510-AdviceRsp,WEARABLE_PAY,Friday,evening,very_low,not_night,near_max,low,medium,high,6_10,very_low,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0.8500653937976936,1,0.66,TP
0.224,0.69,41,1,11,0.19,0,1.176,3.939,0.0814,30.0,335.0,0.08928571428571429,23,1.814824742159051,32267.885993485346,0.6372507444342388,86894.59649122806,0.776,USD,ATM,JP,4666,MAGSTRIPE,3DS_FAIL,SIGNATURE,INSTALLMENT_PLAN,FALLBACK_MAG,0400-Reversal,KIOSK,Friday,late_evening,low,high,near_max,low,medium,very_high,gt_20,very_low,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0.7248513826063805,1,0.66,TP
0.09,0.563,56,4,19,0.136,0,0.607,0.191,0.4125,35.0,314.0,0.1111111111111111,3,2.096790180014449,10892.191646191646,0.621399366415762,25330.085714285717,0.91,KRW,ATM,BR,4811,MAGSTRIPE,3DS_PASS,SIGNATURE,RECURRING_SUBSCRIPTION,CARD_PRESENT,0400-Reversal,ONLINE_PORTAL,Saturday,night,very_low,very_high,near_max,medium,medium,high,gt_20,very_low,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0.9568269886717248,1,0.66,TP
0.274,0.643,48,8,12,0.141,0,1.004,2.94,0.3554,46.0,60.0,0.7540983606557377,3,2.280339484046726,1633.8118609406954,0.09573001118923087,7604.714285714285,0.726,EUR,SMART_WATCH,SG,7527,MAGSTRIPE,AVS_FAIL,NONE,MOTO_PHONE,E_COMMERCE,0200-FinReq,ONLINE_PORTAL,Saturday,night,low,high,below_half_max,medium,medium,very_high,gt_20,medium,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0.6744471097910065,1,0.66,TP
0.544,0.192,49,19,35,0.14,0,0.337,0.475,0.3014,19.0,191.0,0.09895833333333333,3,2.681706225762608,11702.56194387406,0.546117927259842,84634.0693069307,0.45599999999999996,EUR,WEB_BROWSER,TH,3015,CHIP,AVS_FAIL,NONE,RECURRING_SUBSCRIPTION,CRYPTOGRAM_PRESENT,0420-RepeatRev,KIOSK,Saturday,night,medium,medium,near_max,medium,medium,medium,11_20,very_low,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0.7585854733404832,1,0.66,TP
0.091,0.66,38,23,22,0.308,8,0.171,0.98,0.0536,19.0,262.0,0.07224334600760456,4,2.3804716316511167,18140.729879740982,0.6158556227239722,82739.02109704641,0.909,IDR,API_SERVER,US,5886,MANUAL_KEYED,CVV_FAIL,ONLINE_PIN,RECURRING_SUBSCRIPTION,E_COMMERCE,0100-AuthReq,POS_TERMINAL,Saturday,night,very_low,very_high,near_max,low,high,low,11_20,very_low,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0.715131346779453,1,0.66,TP
0.52,0.597,19,8,4,0.055,9,1.131,0.229,0.4659,66.0,280.0,0.23487544483985764,6,1.925707441737794,26667.948979591834,0.6450307724784003,62223.221088435384,0.0,EUR,MOBILE_APP,CA,3039,QR_CODE,BIOMETRIC_FAIL,ONLINE_PIN,RECURRING_SUBSCRIPTION,E_COMMERCE,0200-FinReq,ONLINE_PORTAL,Saturday,morning,medium,not_night,near_max,medium,low,very_high,gt_20,low,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0.955474706541758,1,0.66,TP
0.246,0.283,97,9,14,0.225,0,0.2,2.685,0.2231,89.0,378.0,0.23482849604221637,7,2.190535589185423,17614.12304250559,0.5055693827583164,68165.5064935065,0.0,HKD,API_SERVER,FR,4432,CHIP,CVV_PASS,ONLINE_PIN,RECURRING_SUBSCRIPTION,FALLBACK_MAG,0100-AuthReq,KIOSK,Saturday,morning,low,not_night,near_max,medium,medium,low,gt_20,low,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0.948100581129123,1,0.66,TP
0.064,0.652,26,9,11,0.138,0,0.973,0.886,0.1723,57.0,145.0,0.3904109589041096,9,2.0794415416798357,5937.27,0.17642823247012046,15369.307443365698,0.0,USD,API_SERVER,BR,5408,CHIP,3DS_PASS,SIGNATURE,RECURRING_SUBSCRIPTION,CARD_PRESENT,0210-FinRsp,BRANCH_COUNTER,Saturday,morning,very_low,not_night,below_half_max,low,medium,very_high,gt_20,low,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0.9959252628401946,1,0.66,TP
0.09,1.522,35,11,28,0.114,10,1.606,1.242,0.2046,92.0,384.0,0.23896103896103896,10,2.758109400974947,8765.417247939125,0.4587415999423188,61980.20627802691,0.0,IDR,ATM,AE,7436,MAGSTRIPE,CVV_FAIL,NONE,SINGLE_PURCHASE,MOBILE_TOKEN,0110-AuthRsp,CALL_CENTER,Saturday,morning,very_low,not_night,near_max,medium,medium,very_high,gt_20,low,0,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0.7670394021273886,1,0.66,TP
0.392,0.135,28,4,32,0.101,0,0.349,1.645,0.2366,65.0,496.0,0.13078470824949698,12,2.0681277817795625,16997.7597977244,1.087725182881848,63718.18483412321,0.0,USD,POS_TERMINAL,SG,3108,QR_CODE,AVS_FAIL,SIGNATURE,MOTO_MAIL,FORCE_POST,0200-FinReq,CALL_CENTER,Saturday,afternoon,medium,not_night,above_max,medium,medium,medium,gt_20,very_low,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0.725912949022908,1,0.66,TP
0.114,0.014,59,3,5,0.175,0,0.655,3.32,0.2033,39.0,290.0,0.13402061855670103,12,1.8578592709325787,3637.2558502340094,0.09093708244334847,7718.3443708609275,0.0,USD,IVR_PHONE,KR,3285,MANUAL_KEYED,CVV_FAIL,SIGNATURE,RECURRING_SUBSCRIPTION,E_COMMERCE,0420-RepeatRev,POS_TERMINAL,Saturday,afternoon,low,not_night,below_half_max,medium,medium,high,gt_20,very_low,1,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,1,1,1,0.9703315762906513,1,0.66,TP
0.003,0.439,118,2,24,0.142,0,0.453,2.034,0.4647,25.0,37.0,0.6578947368421053,12,1.9459101490553132,6255.2357142857145,0.16897756823091123,16095.827205882355,0.0,USD,IVR_PHONE,GB,3258,CONTACTLESS,BIOMETRIC_PASS,OFFLINE_PIN,RECURRING_SUBSCRIPTION,FORCE_POST,0100-AuthReq,ONLINE_PORTAL,Saturday,afternoon,very_low,not_night,below_half_max,medium,medium,medium,gt_20,medium,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0.996925215302094,1,0.66,TP
0.098,0.081,114,10,8,0.101,0,1.273,1.584,0.2023,71.0,165.0,0.42771084337349397,13,2.505525936990736,1298.545306122449,0.07037340546930178,5844.091911764706,0.0,HKD,SMART_WATCH,MY,4439,MANUAL_KEYED,BIOMETRIC_FAIL,OFFLINE_PIN,SINGLE_PURCHASE,E_COMMERCE,0210-FinRsp,CALL_CENTER,Saturday,afternoon,very_low,not_night,below_half_max,medium,medium,very_high,gt_20,low,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,1,0.9565115356203312,1,0.66,TP
0.568,1.196,13,6,7,0.098,0,0.441,0.321,0.1478,2.0,9.0,0.2,14,2.061786606441115,18237.90458015267,0.5511040200332116,62595.22707423581,0.0,USD,ATM,DE,5651,MAGSTRIPE,BIOMETRIC_PASS,SIGNATURE,MOTO_PHONE,E_COMMERCE,0420-RepeatRev,BRANCH_COUNTER,Saturday,afternoon,medium,not_night,near_max,low,low,medium,2_5,very_low,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0.9443201823336714,1,0.66,TP
0.161,0.681,81,2,3,0.166,0,0.629,2.836,0.5152,67.0,133.0,0.5,15,1.8578592709325787,4552.154446177848,0.14436393897430194,11623.067729083667,0.0,SGD,MOBILE_APP,GB,7259,CHIP,CVV_FAIL,ONLINE_PIN,MOTO_PHONE,FORCE_POST,0510-AdviceRsp,BRANCH_COUNTER,Saturday,afternoon,low,not_night,below_half_max,high,medium,high,gt_20,low,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0.9024542078242724,1,0.66,TP
0.182,0.685,52,1,30,0.133,0,0.769,0.891,0.2747,8.0,39.0,0.2,16,1.8531680973566984,22969.30564263323,0.4928683972850834,46081.38050314465,0.0,JPY,MOBILE_APP,CN,3060,CHIP,CVV_FAIL,ONLINE_PIN,MOTO_MAIL,E_COMMERCE,0100-AuthReq,POS_TERMINAL,Saturday,afternoon,low,not_night,near_max,medium,medium,high,6_10,very_low,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0.988766274068928,1,0.66,TP
0.241,0.369,56,4,11,0.254,0,1.505,0.815,0.4316,7.0,144.0,0.04827586206896552,19,3.0257763949023677,3769.0703541969915,0.2954059737166391,17530.683972911964,0.0,THB,POS_TERMINAL,GB,4682,MAGSTRIPE,BIOMETRIC_PASS,OFFLINE_PIN,MOTO_PHONE,MOBILE_TOKEN,0400-Reversal,ONLINE_PORTAL,Saturday,evening,low,not_night,below_half_max,medium,medium,very_high,6_10,very_low,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,1,1,0.9640019100155488,1,0.66,TP
0.072,0.187,25,9,9,0.102,0,1.522,0.209,0.1051,46.0,437.0,0.1050228310502283,21,2.0028304393079956,7555.958164642375,0.4611558786902528,15725.629213483146,0.0,USD,MOBILE_APP,GB,5456,QR_CODE,BIOMETRIC_FAIL,NONE,INSTALLMENT_PLAN,E_COMMERCE,0100-AuthReq,CALL_CENTER,Saturday,evening,very_low,not_night,near_max,low,medium,very_high,gt_20,very_low,1,1,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0.9807793531361316,1,0.66,TP
0.132,0.044,51,6,1,0.115,0,1.798,1.755,0.2233,92.0,326.0,0.28134556574923547,23,2.4731713935695794,16281.218381112985,1.2693359062783223,91077.5424528302,0.868,SGD,IVR_PHONE,CN,5734,TOKEN_IN_APP,BIOMETRIC_FAIL,OFFLINE_PIN,MOTO_PHONE,MOBILE_TOKEN,0510-AdviceRsp,KIOSK,Saturday,late_evening,low,high,much_above_max,medium,medium,very_high,gt_20,low,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0.9621285983625804,1,0.66,TP
0.303,0.254,74,6,6,0.311,0,0.05,2.323,0.1245,77.0,255.0,0.30078125,0,1.9065751436566365,9456.441307578008,0.26790853540247656,31659.761194029852,0.6970000000000001,USD,POS_TERMINAL,KR,5008,MANUAL_KEYED,3DS_FAIL,ONLINE_PIN,MOTO_MAIL,FORCE_POST,0500-Advice,BRANCH_COUNTER,Sunday,night,medium,high,below_half_max,low,high,low,gt_20,low,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0.8949832604457406,1,0.66,TP
