rule,feature_a,value_a,feature_b,value_b,support,support_rate,fraud_count,fraud_rate,global_fraud_rate,fraud_rate_diff,lift,order,strength,business_interpretation
payment_channel=SMART_WATCH AND merchant_country=MY,payment_channel,SMART_WATCH,merchant_country,MY,512,0.007314285714285714,18,0.03515625,0.025471428571428572,0.009684821428571428,1.380222938867078,2,LOW_SIGNAL,Một số tổ hợp kênh thanh toán và quốc gia merchant có fraud rate cao hơn baseline.
day_name=Monday AND payment_channel=SMART_WATCH,day_name,Monday,payment_channel,SMART_WATCH,1425,0.02035714285714286,50,0.03508771929824561,0.025471428571428572,0.00961629072681704,1.3775324458088574,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
payment_channel=ATM AND merchant_country=AU,payment_channel,ATM,merchant_country,AU,513,0.007328571428571428,18,0.03508771929824561,0.025471428571428572,0.00961629072681704,1.3775324458088574,2,LOW_SIGNAL,Một số tổ hợp kênh thanh toán và quốc gia merchant có fraud rate cao hơn baseline.
payment_channel=API_SERVER AND merchant_country=US,payment_channel,API_SERVER,merchant_country,US,487,0.006957142857142857,17,0.03490759753593429,0.025471428571428572,0.009436168964505717,1.370460924013124,2,LOW_SIGNAL,Một số tổ hợp kênh thanh toán và quốc gia merchant có fraud rate cao hơn baseline.
payment_channel=IVR_PHONE AND merchant_country=ZA,payment_channel,IVR_PHONE,merchant_country,ZA,524,0.007485714285714286,18,0.03435114503816794,0.025471428571428572,0.008879716466739369,1.348614779961725,2,LOW_SIGNAL,Một số tổ hợp kênh thanh toán và quốc gia merchant có fraud rate cao hơn baseline.
payment_channel=POS_TERMINAL AND merchant_country=AE,payment_channel,POS_TERMINAL,merchant_country,AE,500,0.007142857142857143,17,0.034,0.025471428571428572,0.00852857142857143,1.334828939988783,2,LOW_SIGNAL,Một số tổ hợp kênh thanh toán và quốc gia merchant có fraud rate cao hơn baseline.
payment_channel=API_SERVER AND merchant_country=JP,payment_channel,API_SERVER,merchant_country,JP,442,0.006314285714285714,15,0.033936651583710405,0.025471428571428572,0.008465223012281833,1.3323419017721414,2,LOW_SIGNAL,Một số tổ hợp kênh thanh toán và quốc gia merchant có fraud rate cao hơn baseline.
payment_channel=POS_TERMINAL AND merchant_country=DE,payment_channel,POS_TERMINAL,merchant_country,DE,502,0.007171428571428572,17,0.03386454183266932,0.025471428571428572,0.008393113261240748,1.32951089640317,2,LOW_SIGNAL,Một số tổ hợp kênh thanh toán và quốc gia merchant có fraud rate cao hơn baseline.
payment_channel=POS_TERMINAL AND term_location=BRANCH_COUNTER,payment_channel,POS_TERMINAL,term_location,BRANCH_COUNTER,1418,0.020257142857142856,48,0.03385049365303244,0.025471428571428572,0.008379065081603871,1.3289593694404211,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
day_name=Tuesday AND payment_channel=IVR_PHONE,day_name,Tuesday,payment_channel,IVR_PHONE,1392,0.019885714285714284,47,0.033764367816091954,0.025471428571428572,0.008292939244663382,1.3255780970983941,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
payment_channel=SMART_WATCH AND merchant_country=GB,payment_channel,SMART_WATCH,merchant_country,GB,475,0.0067857142857142855,16,0.03368421052631579,0.025471428571428572,0.008212781954887217,1.3224311479765032,2,LOW_SIGNAL,Một số tổ hợp kênh thanh toán và quốc gia merchant có fraud rate cao hơn baseline.
day_name=Monday AND payment_channel=API_SERVER,day_name,Monday,payment_channel,API_SERVER,1432,0.020457142857142858,48,0.0335195530726257,0.025471428571428572,0.008048124501197126,1.3159667499067855,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
payment_channel=API_SERVER AND merchant_country=TH,payment_channel,API_SERVER,merchant_country,TH,508,0.007257142857142857,17,0.03346456692913386,0.025471428571428572,0.00799313835770529,1.3138080117999833,2,LOW_SIGNAL,Một số tổ hợp kênh thanh toán và quốc gia merchant có fraud rate cao hơn baseline.
payment_channel=MOBILE_APP AND merchant_country=AU,payment_channel,MOBILE_APP,merchant_country,AU,510,0.007285714285714286,17,0.03333333333333333,0.025471428571428572,0.007861904761904761,1.3086558235184147,2,LOW_SIGNAL,Một số tổ hợp kênh thanh toán và quốc gia merchant có fraud rate cao hơn baseline.
payment_channel=IVR_PHONE AND term_location=BRANCH_COUNTER,payment_channel,IVR_PHONE,term_location,BRANCH_COUNTER,1383,0.01975714285714286,46,0.033261026753434564,0.025471428571428572,0.007789598182005992,1.305817090712518,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
payment_channel=ATM AND merchant_country=DE,payment_channel,ATM,merchant_country,DE,452,0.0064571428571428575,15,0.033185840707964605,0.025471428571428572,0.007714412136536033,1.3028653110249704,2,LOW_SIGNAL,Một số tổ hợp kênh thanh toán và quốc gia merchant có fraud rate cao hơn baseline.
payment_channel=MOBILE_APP AND merchant_country=IN,payment_channel,MOBILE_APP,merchant_country,IN,517,0.007385714285714285,17,0.03288201160541586,0.025471428571428572,0.007410583033987287,1.2909370792928268,2,LOW_SIGNAL,Một số tổ hợp kênh thanh toán và quốc gia merchant có fraud rate cao hơn baseline.
payment_channel=MOBILE_APP AND merchant_country=BR,payment_channel,MOBILE_APP,merchant_country,BR,519,0.007414285714285714,17,0.03275529865125241,0.025471428571428572,0.007283870079823836,1.28596236993139,2,LOW_SIGNAL,Một số tổ hợp kênh thanh toán và quốc gia merchant có fraud rate cao hơn baseline.
payment_channel=IVR_PHONE AND merchant_country=AE,payment_channel,IVR_PHONE,merchant_country,AE,489,0.006985714285714286,16,0.032719836400818,0.025471428571428572,0.007248407829389427,1.2845701335150084,2,LOW_SIGNAL,Một số tổ hợp kênh thanh toán và quốc gia merchant có fraud rate cao hơn baseline.
payment_channel=SMART_WATCH AND card_entry_mode=MANUAL_KEYED,payment_channel,SMART_WATCH,card_entry_mode,MANUAL_KEYED,1622,0.023171428571428572,53,0.032675709001233046,0.025471428571428572,0.007204280429804474,1.2828377061617011,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
auth_result=AVS_PASS AND pin_verif_method=NONE,auth_result,AVS_PASS,pin_verif_method,NONE,2143,0.030614285714285715,70,0.032664489034064395,0.025471428571428572,0.007193060462635823,1.282397213900453,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
time_period=late_evening AND payment_channel=IVR_PHONE,time_period,late_evening,payment_channel,IVR_PHONE,797,0.011385714285714285,26,0.03262233375156838,0.025471428571428572,0.007150905180139808,1.2807422112225388,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
payment_channel=API_SERVER AND term_location=POS_TERMINAL,payment_channel,API_SERVER,term_location,POS_TERMINAL,1508,0.02154285714285714,49,0.03249336870026525,0.025471428571428572,0.007021940128836678,1.275679085259993,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
card_entry_mode=MAGSTRIPE AND auth_result=AVS_PASS,card_entry_mode,MAGSTRIPE,auth_result,AVS_PASS,1481,0.021157142857142857,48,0.03241053342336259,0.025471428571428572,0.006939104851934021,1.2724269992346502,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
card_entry_mode=CHIP AND auth_result=CVV_PASS,card_entry_mode,CHIP,auth_result,CVV_PASS,1463,0.0209,47,0.03212576896787423,0.025471428571428572,0.006654340396445659,1.2612472393444734,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
cross_border=False AND merchant_country=AE,cross_border,False,merchant_country,AE,2898,0.0414,93,0.032091097308488616,0.025471428571428572,0.006619668737060044,1.2598860412754924,2,LOW_SIGNAL,Giao dịch xuyên biên giới. Risk phụ thuộc vào việc user có quen giao dịch nhiều quốc gia hay không.
day_name=Monday AND payment_channel=POS_TERMINAL,day_name,Monday,payment_channel,POS_TERMINAL,1466,0.02094285714285714,47,0.032060027285129605,0.025471428571428572,0.006588598713701033,1.2586662422653239,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
payment_channel=ATM AND merchant_country=JP,payment_channel,ATM,merchant_country,JP,501,0.007157142857142857,16,0.031936127744510975,0.025471428571428572,0.006464699173082403,1.253801986604469,2,LOW_SIGNAL,Một số tổ hợp kênh thanh toán và quốc gia merchant có fraud rate cao hơn baseline.
payment_channel=API_SERVER AND merchant_country=AE,payment_channel,API_SERVER,merchant_country,AE,503,0.007185714285714286,16,0.03180914512922465,0.025471428571428572,0.006337716557796077,1.2488166904350675,2,LOW_SIGNAL,Một số tổ hợp kênh thanh toán và quốc gia merchant có fraud rate cao hơn baseline.
payment_channel=API_SERVER AND merchant_country=CN,payment_channel,API_SERVER,merchant_country,CN,473,0.006757142857142857,15,0.03171247357293869,0.025471428571428572,0.006241045001510116,1.2450213965820012,2,LOW_SIGNAL,Một số tổ hợp kênh thanh toán và quốc gia merchant có fraud rate cao hơn baseline.
payment_channel=MOBILE_APP AND merchant_country=MY,payment_channel,MOBILE_APP,merchant_country,MY,508,0.007257142857142857,16,0.031496062992125984,0.025471428571428572,0.006024634420697412,1.2365251875764547,2,LOW_SIGNAL,Một số tổ hợp kênh thanh toán và quốc gia merchant có fraud rate cao hơn baseline.
card_entry_mode=MANUAL_KEYED AND auth_result=AVS_FAIL,card_entry_mode,MANUAL_KEYED,auth_result,AVS_FAIL,1525,0.021785714285714287,48,0.031475409836065574,0.025471428571428572,0.006003981264637002,1.23571435138788,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
day_name=Monday AND payment_channel=ATM,day_name,Monday,payment_channel,ATM,1368,0.019542857142857143,43,0.031432748538011694,0.025471428571428572,0.005961319966583122,1.2340394827037682,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
payment_channel=MOBILE_APP AND merchant_country=ID,payment_channel,MOBILE_APP,merchant_country,ID,478,0.006828571428571429,15,0.03138075313807531,0.025471428571428572,0.0059093245666467405,1.2319981602160808,2,LOW_SIGNAL,Một số tổ hợp kênh thanh toán và quốc gia merchant có fraud rate cao hơn baseline.
payment_channel=ATM AND card_entry_mode=MANUAL_KEYED,payment_channel,ATM,card_entry_mode,MANUAL_KEYED,1691,0.024157142857142856,53,0.03134240094618569,0.025471428571428572,0.00587097237475712,1.2304924656382492,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
payment_channel=ATM AND merchant_country=HK,payment_channel,ATM,merchant_country,HK,511,0.0073,16,0.03131115459882583,0.025471428571428572,0.005839726027397258,1.2292657442051644,2,LOW_SIGNAL,Một số tổ hợp kênh thanh toán và quốc gia merchant có fraud rate cao hơn baseline.
cross_border=False AND merchant_country=US,cross_border,False,merchant_country,US,2750,0.039285714285714285,86,0.03127272727272727,0.025471428571428572,0.0058012987012986995,1.2277570998827307,2,LOW_SIGNAL,Giao dịch xuyên biên giới. Risk phụ thuộc vào việc user có quen giao dịch nhiều quốc gia hay không.
payment_channel=API_SERVER AND term_location=KIOSK,payment_channel,API_SERVER,term_location,KIOSK,1445,0.020642857142857143,45,0.031141868512110725,0.025471428571428572,0.005670439940682153,1.2226196275085535,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
payment_channel=ATM AND term_location=MOBILE_APP,payment_channel,ATM,term_location,MOBILE_APP,1449,0.0207,45,0.031055900621118012,0.025471428571428572,0.00558447204968944,1.2192445560730572,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
cross_border=True AND merchant_country=CN,cross_border,True,merchant_country,CN,677,0.009671428571428572,21,0.0310192023633678,0.025471428571428572,0.005547773791939228,1.2178037944115232,2,LOW_SIGNAL,Giao dịch xuyên biên giới. Risk phụ thuộc vào việc user có quen giao dịch nhiều quốc gia hay không.
payment_channel=MOBILE_APP AND merchant_country=US,payment_channel,MOBILE_APP,merchant_country,US,516,0.007371428571428571,16,0.031007751937984496,0.025471428571428572,0.005536323366555924,1.2173542544357345,2,LOW_SIGNAL,Một số tổ hợp kênh thanh toán và quốc gia merchant có fraud rate cao hơn baseline.
payment_channel=WEB_BROWSER AND term_location=ONLINE_PORTAL,payment_channel,WEB_BROWSER,term_location,ONLINE_PORTAL,1454,0.020771428571428573,45,0.030949105914718018,0.025471428571428572,0.005477677343289446,1.2150518306395184,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
payment_channel=API_SERVER AND card_entry_mode=QR_CODE,payment_channel,API_SERVER,card_entry_mode,QR_CODE,1652,0.0236,51,0.030871670702179176,0.025471428571428572,0.005400242130750604,1.2120117493844882,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
payment_channel=POS_TERMINAL AND merchant_country=VN,payment_channel,POS_TERMINAL,merchant_country,VN,486,0.006942857142857143,15,0.030864197530864196,0.025471428571428572,0.005392768959435624,1.211718355109643,2,LOW_SIGNAL,Một số tổ hợp kênh thanh toán và quốc gia merchant có fraud rate cao hơn baseline.
card_entry_mode=TOKEN_IN_APP AND auth_result=BIOMETRIC_PASS,card_entry_mode,TOKEN_IN_APP,auth_result,BIOMETRIC_PASS,1432,0.020457142857142858,44,0.030726256983240222,0.025471428571428572,0.00525482841181165,1.2063028540812202,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
card_entry_mode=CONTACTLESS AND auth_result=AVS_PASS,card_entry_mode,CONTACTLESS,auth_result,AVS_PASS,1402,0.02002857142857143,43,0.030670470756062766,0.025471428571428572,0.005199042184634194,1.204112704949183,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
card_entry_mode=MANUAL_KEYED AND auth_result=3DS_PASS,card_entry_mode,MANUAL_KEYED,auth_result,3DS_PASS,1450,0.020714285714285713,44,0.030344827586206897,0.025471428571428572,0.004873399014778325,1.1913280600305567,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
payment_channel=WEB_BROWSER AND merchant_country=PH,payment_channel,WEB_BROWSER,merchant_country,PH,528,0.007542857142857143,16,0.030303030303030304,0.025471428571428572,0.004831601731601732,1.1896871122894679,2,LOW_SIGNAL,Một số tổ hợp kênh thanh toán và quốc gia merchant có fraud rate cao hơn baseline.
payment_channel=ATM AND merchant_country=VN,payment_channel,ATM,merchant_country,VN,464,0.006628571428571429,14,0.03017241379310345,0.025471428571428572,0.004700985221674878,1.184559150598565,2,LOW_SIGNAL,Một số tổ hợp kênh thanh toán và quốc gia merchant có fraud rate cao hơn baseline.
auth_result=3DS_FAIL AND pin_verif_method=OFFLINE_PIN,auth_result,3DS_FAIL,pin_verif_method,OFFLINE_PIN,2159,0.030842857142857144,65,0.030106530801296896,0.025471428571428572,0.004635102229868324,1.1819726057716111,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
time_period=afternoon AND payment_channel=POS_TERMINAL,time_period,afternoon,payment_channel,POS_TERMINAL,2394,0.0342,72,0.03007518796992481,0.025471428571428572,0.004603759398496238,1.180742096407592,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
day_name=Friday AND payment_channel=WEB_BROWSER,day_name,Friday,payment_channel,WEB_BROWSER,1497,0.021385714285714286,45,0.03006012024048096,0.025471428571428572,0.004588691669052389,1.1801505422510752,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
payment_channel=API_SERVER AND merchant_country=PH,payment_channel,API_SERVER,merchant_country,PH,466,0.006657142857142857,14,0.030042918454935622,0.025471428571428572,0.00457148988350705,1.1794752057462106,2,LOW_SIGNAL,Một số tổ hợp kênh thanh toán và quốc gia merchant có fraud rate cao hơn baseline.
payment_channel=ATM AND merchant_country=MY,payment_channel,ATM,merchant_country,MY,466,0.006657142857142857,14,0.030042918454935622,0.025471428571428572,0.00457148988350705,1.1794752057462106,2,LOW_SIGNAL,Một số tổ hợp kênh thanh toán và quốc gia merchant có fraud rate cao hơn baseline.
payment_channel=ATM AND term_location=KIOSK,payment_channel,ATM,term_location,KIOSK,1401,0.020014285714285714,42,0.029978586723768737,0.025471428571428572,0.0045071581523401655,1.1769495629073536,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
payment_channel=MOBILE_APP AND term_location=BRANCH_COUNTER,payment_channel,MOBILE_APP,term_location,BRANCH_COUNTER,1438,0.020542857142857144,43,0.029902642559109873,0.025471428571428572,0.004431213987681301,1.1739680197070617,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
payment_channel=API_SERVER AND merchant_country=GB,payment_channel,API_SERVER,merchant_country,GB,536,0.007657142857142857,16,0.029850746268656716,0.025471428571428572,0.004379317697228144,1.1719305882254458,2,LOW_SIGNAL,Một số tổ hợp kênh thanh toán và quốc gia merchant có fraud rate cao hơn baseline.
card_entry_mode=CHIP AND auth_result=BIOMETRIC_FAIL,card_entry_mode,CHIP,auth_result,BIOMETRIC_FAIL,1446,0.020657142857142857,43,0.029737206085753802,0.025471428571428572,0.00426577751432523,1.1674730375786686,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
payment_channel=IVR_PHONE AND card_entry_mode=CHIP,payment_channel,IVR_PHONE,card_entry_mode,CHIP,1686,0.024085714285714287,50,0.02965599051008304,0.025471428571428572,0.0041845619386544665,1.1642845404968103,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
payment_channel=SMART_WATCH AND merchant_country=PH,payment_channel,SMART_WATCH,merchant_country,PH,506,0.007228571428571429,15,0.029644268774703556,0.025471428571428572,0.004172840203274984,1.1638243489788271,2,LOW_SIGNAL,Một số tổ hợp kênh thanh toán và quốc gia merchant có fraud rate cao hơn baseline.
auth_result=BIOMETRIC_FAIL AND pin_verif_method=NONE,auth_result,BIOMETRIC_FAIL,pin_verif_method,NONE,2159,0.030842857142857144,64,0.029643353404353867,0.025471428571428572,0.004171924832925295,1.1637884118366633,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
day_name=Sunday AND payment_channel=API_SERVER,day_name,Sunday,payment_channel,API_SERVER,1452,0.020742857142857143,43,0.029614325068870524,0.025471428571428572,0.004142896497441952,1.1626487688283436,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
card_entry_mode=QR_CODE AND auth_result=AVS_FAIL,card_entry_mode,QR_CODE,auth_result,AVS_FAIL,1492,0.021314285714285713,44,0.029490616621983913,0.025471428571428572,0.004019188050555341,1.1577920154452461,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
payment_channel=MOBILE_APP AND card_entry_mode=CONTACTLESS,payment_channel,MOBILE_APP,card_entry_mode,CONTACTLESS,1696,0.02422857142857143,50,0.0294811320754717,0.025471428571428572,0.0040097035040431266,1.157419655234447,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
card_present=False AND payment_channel=SMART_WATCH,card_present,False,payment_channel,SMART_WATCH,6539,0.09341428571428571,192,0.029362287811591985,0.025471428571428572,0.0038908592401634134,1.1527538680939085,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
