feature_a,value_a,feature_b,value_b,support_train,fraud_count_train,fraud_rate_train,global_fraud_rate_train,fraud_rate_diff_train,lift_train,support_valid,fraud_count_valid,fraud_rate_valid,global_fraud_rate_valid,fraud_rate_diff_valid,lift_valid,lift_diff_valid_train,lift_ratio_valid_train,fraud_rate_diff_valid_train
payment_channel,IVR_PHONE,merchant_country,AE,489,16,0.032719836400818,0.025471428571428572,0.007248407829389427,1.2845701335150084,86,4,0.046511627906976744,0.0252,0.021311627906976743,1.8456995201181248,0.5611293866031164,1.4368226930754322,0.013791791506158745
payment_channel,API_SERVER,merchant_country,PH,466,14,0.030042918454935622,0.025471428571428572,0.00457148988350705,1.1794752057462106,108,5,0.046296296296296294,0.0252,0.021096296296296294,1.8371546149323925,0.657679409186182,1.5576034192363448,0.01625337784136067
payment_channel,API_SERVER,merchant_country,VN,509,19,0.03732809430255403,0.025471428571428572,0.011856665731125458,1.4654888396964565,109,5,0.045871559633027525,0.0252,0.020671559633027525,1.8202999854376003,0.3548111457411438,1.2421111201177921,0.008543465330473496
cross_border,False,merchant_country,KR,2804,73,0.026034236804564907,0.025471428571428572,0.0005628082331363346,1.0220956681545392,613,28,0.04567699836867863,0.0252,0.020476998368678632,1.8125793003443902,0.790483632189851,1.7733949522002435,0.019642761564113726
payment_channel,WEB_BROWSER,merchant_country,CA,487,14,0.028747433264887063,0.025471428571428572,0.003276004693458491,1.1286148785990433,110,5,0.045454545454545456,0.0252,0.020254545454545456,1.8037518037518039,0.6751369251527606,1.5981995597936938,0.016707112189658393
day_name,Wednesday,payment_channel,MOBILE_APP,1432,40,0.027932960893854747,0.025471428571428572,0.002461532322426175,1.0966389582556546,288,13,0.04513888888888889,0.0252,0.019938888888888888,1.7912257495590829,0.6945867913034283,1.6333778172306408,0.01720592799503414
card_entry_mode,TOKEN_IN_APP,auth_result,BIOMETRIC_PASS,1432,44,0.030726256983240222,0.025471428571428572,0.00525482841181165,1.2063028540812202,318,14,0.0440251572327044,0.0252,0.0188251572327044,1.7470300489168413,0.5407271948356211,1.4482516074283966,0.013298900249464177
payment_channel,IVR_PHONE,merchant_country,CA,494,14,0.02834008097165992,0.025471428571428572,0.0028686524002313474,1.112622360076385,114,5,0.043859649122807015,0.0252,0.018659649122807015,1.740462266778056,0.6278399067016711,1.564288412372262,0.015519568151147096
auth_result,BIOMETRIC_FAIL,pin_verif_method,SIGNATURE,2189,52,0.02375513933302878,0.025471428571428572,-0.0017162892383997923,0.9326190427997838,457,20,0.0437636761487965,0.0252,0.018563676148796497,1.7366538154284323,0.8040347726286485,1.8621256202883845,0.020008536815767718
time_period,late_evening,payment_channel,SMART_WATCH,887,35,0.03945885005636979,0.025471428571428572,0.013987421484941216,1.5491416174682473,161,7,0.043478260869565216,0.0252,0.018278260869565216,1.725327812284334,0.17618619481608677,1.113731496020548,0.004019410813195429
payment_channel,MOBILE_APP,merchant_country,DE,538,12,0.022304832713754646,0.025471428571428572,-0.003166595857673926,0.8756804767037718,116,5,0.04310344827586207,0.0252,0.01790344827586207,1.7104542966611933,0.8347738199574215,1.9532858619234992,0.020798615562107426
card_entry_mode,MAGSTRIPE,auth_result,BIOMETRIC_FAIL,1439,39,0.027102154273801252,0.025471428571428572,0.0016307257023726804,1.064021760609135,304,13,0.04276315789473684,0.0252,0.017563157894736843,1.696950710108605,0.6329289494994701,1.5948458681355189,0.01566100362093559
day_name,Thursday,payment_channel,API_SERVER,1460,38,0.026027397260273973,0.025471428571428572,0.0005559686888454013,1.021827149870543,305,13,0.04262295081967213,0.0252,0.01742295081967213,1.6913869372885766,0.6695597874180337,1.6552573846247909,0.016595553559398155
payment_channel,ATM,merchant_country,FR,470,11,0.023404255319148935,0.025471428571428572,-0.0020671732522796367,0.9188434505554826,94,4,0.0425531914893617,0.0252,0.0173531914893617,1.6886187098953056,0.769775259339823,1.8377654071938954,0.019148936170212766
payment_channel,ATM,merchant_country,HK,511,16,0.03131115459882583,0.025471428571428572,0.005839726027397258,1.2292657442051644,118,5,0.0423728813559322,0.0252,0.0171728813559322,1.6814635458703255,0.4521978016651611,1.3678600843056024,0.011061726757106372
payment_channel,POS_TERMINAL,merchant_country,CA,421,11,0.026128266033254157,0.025471428571428572,0.0006568374618255851,1.0257872250856932,118,5,0.0423728813559322,0.0252,0.0171728813559322,1.6814635458703255,0.6556763207846323,1.6391932977042722,0.016244615322678044
payment_channel,MOBILE_APP,card_entry_mode,CONTACTLESS,1696,50,0.0294811320754717,0.025471428571428572,0.0040097035040431266,1.157419655234447,333,14,0.042042042042042045,0.0252,0.016842042042042045,1.6683350016683351,0.5109153464338883,1.4414261868474758,0.012560909966570347
payment_channel,POS_TERMINAL,term_location,ONLINE_PORTAL,1368,35,0.025584795321637425,0.025471428571428572,0.00011336675020885353,1.0044507417356252,310,13,0.041935483870967745,0.0252,0.016735483870967745,1.6641065028161803,0.6596557610805551,1.6567328112914528,0.01635068854933032
auth_result,AVS_FAIL,pin_verif_method,ONLINE_PIN,2238,50,0.022341376228775692,0.025471428571428572,-0.0031300523426528795,0.8771151632160956,455,19,0.041758241758241756,0.0252,0.016558241758241755,1.6570730856445142,0.7799579224284185,1.8892309165872085,0.019416865529466063
payment_channel,ATM,merchant_country,JP,501,16,0.031936127744510975,0.025471428571428572,0.006464699173082403,1.253801986604469,96,4,0.041666666666666664,0.0252,0.016466666666666664,1.6534391534391533,0.3996371668346843,1.3187402554674812,0.009730538922155689
payment_channel,POS_TERMINAL,merchant_country,TH,496,12,0.024193548387096774,0.025471428571428572,-0.0012778801843317984,0.9498308396504622,96,4,0.041666666666666664,0.0252,0.016466666666666664,1.6534391534391533,0.703608313788691,1.7407722329871356,0.01747311827956989
card_entry_mode,CHIP,auth_result,AVS_FAIL,1465,29,0.019795221843003412,0.025471428571428572,-0.00567620672842516,0.7771539702805602,314,13,0.041401273885350316,0.0252,0.016201273885350316,1.6429076938631078,0.8657537235825475,2.1140054025021535,0.021606052042346904
card_entry_mode,CONTACTLESS,auth_result,CVV_FAIL,1453,36,0.02477632484514797,0.025471428571428572,-0.0006951037262806006,0.9727104538196063,290,12,0.041379310344827586,0.0252,0.016179310344827585,1.6420361247947455,0.6693256709751392,1.688103707181053,0.016602985499679614
payment_channel,POS_TERMINAL,term_location,BRANCH_COUNTER,1418,48,0.03385049365303244,0.025471428571428572,0.008379065081603871,1.3289593694404211,295,12,0.04067796610169491,0.0252,0.015477966101694912,1.6142050040355125,0.28524563459509134,1.214638340298214,0.006827472448662469
payment_channel,API_SERVER,merchant_country,DE,477,11,0.023060796645702306,0.025471428571428572,-0.0024106319257262664,0.9053593747611673,99,4,0.04040404040404041,0.0252,0.015204040404040407,1.60333493666827,0.6979755619071027,1.7709375741763211,0.017343243758338102
payment_channel,ATM,merchant_country,IN,478,9,0.01882845188284519,0.025471428571428572,-0.006642976688583383,0.7391988961296485,99,4,0.04040404040404041,0.0252,0.015204040404040407,1.60333493666827,0.8641360405386216,2.169016949151455,0.02157558852119522
payment_channel,API_SERVER,term_location,MOBILE_APP,1355,34,0.025092250922509225,0.025471428571428572,-0.0003791776489193467,0.9851136088478103,353,14,0.039660056657223795,0.0252,0.014460056657223795,1.5738117721120553,0.588698163264245,1.597594182416374,0.01456780573471457
time_period,late_evening,payment_channel,MOBILE_APP,853,25,0.029308323563892145,0.025471428571428572,0.0038368949924635735,1.150635249283483,152,6,0.039473684210526314,0.0252,0.014273684210526313,1.5664160401002505,0.41578079081676744,1.361348906801118,0.010165360646634168
payment_channel,ATM,term_location,POS_TERMINAL,1420,25,0.017605633802816902,0.025471428571428572,-0.00786579476861167,0.6911914560836697,305,12,0.03934426229508197,0.0252,0.01414426229508197,1.5612802498048401,0.8700887937211704,2.258824575743917,0.02173862849226507
payment_channel,API_SERVER,merchant_country,MY,491,10,0.020366598778004074,0.025471428571428572,-0.005104829793424498,0.7995860428829418,102,4,0.0392156862745098,0.0252,0.014015686274509803,1.556178026766262,0.7565919838833202,1.9462296005182453,0.01884908749650573
time_period,late_evening,payment_channel,ATM,848,22,0.025943396226415096,0.025471428571428572,0.00047196765498652357,1.0185292966063133,179,7,0.03910614525139665,0.0252,0.013906145251396648,1.5518311607697082,0.5333018641633949,1.5235999243386802,0.013162749024981553
payment_channel,SMART_WATCH,term_location,POS_TERMINAL,1443,41,0.028413028413028413,0.025471428571428572,0.0029415998415998415,1.1154862528951144,309,12,0.038834951456310676,0.0252,0.013634951456310676,1.5410695022345506,0.42558324933943625,1.3815226291255154,0.010421923043282263
payment_channel,ATM,merchant_country,SG,497,14,0.028169014084507043,0.025471428571428572,0.002697585513078471,1.1059063297338716,103,4,0.038834951456310676,0.0252,0.013634951456310676,1.5410695022345506,0.43516317250067904,1.3934900808569455,0.010665937371803633
payment_channel,MOBILE_APP,term_location,WEARABLE_PAY,1441,39,0.027064538514920196,0.025471428571428572,0.001593109943491624,1.0625449781516623,309,12,0.038834951456310676,0.0252,0.013634951456310676,1.5410695022345506,0.47852452408288837,1.4503569566202676,0.01177041294139048
day_name,Tuesday,payment_channel,SMART_WATCH,1496,43,0.02874331550802139,0.025471428571428572,0.003271886936592819,1.1284532168039805,311,12,0.03858520900321544,0.0252,0.013385209003215437,1.531159087429184,0.4027058706252036,1.3568653651490195,0.009841893495194046
payment_channel,IVR_PHONE,merchant_country,ZA,524,18,0.03435114503816794,0.025471428571428572,0.008879716466739369,1.348614779961725,104,4,0.038461538461538464,0.0252,0.013261538461538463,1.5262515262515264,0.17763674628980142,1.1317179284978065,0.004110393423370523
payment_channel,MOBILE_APP,merchant_country,BR,519,17,0.03275529865125241,0.025471428571428572,0.007283870079823836,1.28596236993139,104,4,0.038461538461538464,0.0252,0.013261538461538463,1.5262515262515264,0.24028915632013637,1.1868555105124117,0.005706239810286055
payment_channel,POS_TERMINAL,merchant_country,VN,486,15,0.030864197530864196,0.025471428571428572,0.005392768959435624,1.211718355109643,130,5,0.038461538461538464,0.0252,0.013261538461538463,1.5262515262515264,0.3145331711418833,1.2595761371080711,0.007597340930674268
payment_channel,IVR_PHONE,merchant_country,VN,519,9,0.017341040462427744,0.025471428571428572,-0.008130388109000828,0.6808036076107359,104,4,0.038461538461538464,0.0252,0.013261538461538463,1.5262515262515264,0.8454479186407905,2.241838184973831,0.02112049799911072
payment_channel,MOBILE_APP,merchant_country,US,516,16,0.031007751937984496,0.025471428571428572,0.005536323366555924,1.2173542544357345,105,4,0.0380952380952381,0.0252,0.012895238095238098,1.5117157974300832,0.2943615429943487,1.241804339763848,0.007087486157253603
payment_channel,ATM,card_entry_mode,CONTACTLESS,1709,43,0.02516091281451141,0.025471428571428572,-0.0003105157569171617,0.9878092523924838,315,12,0.0380952380952381,0.0252,0.012895238095238098,1.5117157974300832,0.5239065450375994,1.5303721768532947,0.012934325280726688
card_entry_mode,QR_CODE,auth_result,AVS_FAIL,1492,44,0.029490616621983913,0.025471428571428572,0.004019188050555341,1.1577920154452461,316,12,0.0379746835443038,0.0252,0.012774683544303798,1.5069318866787222,0.3491398712334761,1.3015566399442238,0.008484066922319886
payment_channel,ATM,card_entry_mode,MANUAL_KEYED,1691,53,0.03134240094618569,0.025471428571428572,0.00587097237475712,1.2304924656382492,343,13,0.037900874635568516,0.0252,0.012700874635568515,1.5040029617289092,0.27351049609066,1.2222772609391919,0.006558473689382824
payment_channel,SMART_WATCH,merchant_country,KR,492,10,0.02032520325203252,0.025471428571428572,-0.005146225319396052,0.7979608679990333,106,4,0.03773584905660377,0.0252,0.012535849056603772,1.4974543276430068,0.6994934596439735,1.876601204168598,0.017410645804571252
cross_border,False,merchant_country,VN,2819,77,0.027314650585313942,0.025471428571428572,0.0018432220138853705,1.072364296675253,612,23,0.03758169934640523,0.0252,0.012381699346405227,1.491337275651001,0.41897297897574814,1.3907002302147016,0.010267048761091285
day_name,Saturday,payment_channel,IVR_PHONE,1419,35,0.02466525722339676,0.025471428571428572,-0.0008061713480318131,0.9683499751193343,347,13,0.037463976945244955,0.0252,0.012263976945244955,1.4866657517954347,0.5183157766761004,1.5352566618044983,0.012798719721848196
payment_channel,ATM,merchant_country,DE,452,15,0.033185840707964605,0.025471428571428572,0.007714412136536033,1.3028653110249704,107,4,0.037383177570093455,0.0252,0.012183177570093455,1.4834594273846609,0.18059411635969047,1.1386130352023902,0.00419733686212885
cross_border,True,merchant_country,ID,708,12,0.01694915254237288,0.025471428571428572,-0.00852227602905569,0.6654182153483464,134,5,0.03731343283582089,0.0252,0.012113432835820892,1.4806917791992418,0.8152735638508953,2.225204755176254,0.02036428029344801
day_name,Saturday,payment_channel,MOBILE_APP,1469,54,0.03675970047651463,0.025471428571428572,0.01128827190508606,1.4431738829815055,324,12,0.037037037037037035,0.0252,0.011837037037037035,1.469723691945914,0.026549808964408506,1.018396818470108,0.00027733656052240235
payment_channel,ATM,merchant_country,BR,512,11,0.021484375,0.025471428571428572,-0.003987053571428572,0.8434695737521032,108,4,0.037037037037037035,0.0252,0.011837037037037035,1.469723691945914,0.6262541181938108,1.7424738673921556,0.015552662037037035
auth_result,AVS_FAIL,pin_verif_method,SIGNATURE,2201,53,0.02407996365288505,0.025471428571428572,-0.001391464918543521,0.9453715399337933,495,18,0.03636363636363636,0.0252,0.011163636363636362,1.4430014430014428,0.49762990306764954,1.5263855325876579,0.012283672710751311
time_period,late_evening,payment_channel,WEB_BROWSER,878,18,0.02050113895216401,0.025471428571428572,-0.0049702896192645625,0.8048680463552892,193,7,0.03626943005181347,0.0252,0.011069430051813468,1.4392630972941853,0.6343950509388961,1.7881975834715402,0.01576829109964946
cross_border,True,merchant_country,MY,683,19,0.027818448023426062,0.025471428571428572,0.0023470194519974903,1.0921432202130255,138,5,0.036231884057971016,0.0252,0.011031884057971016,1.4377731769036117,0.34562995669058627,1.316469441898564,0.008413436034544954
cross_border,True,merchant_country,JP,698,7,0.01002865329512894,0.025471428571428572,-0.015442775276299631,0.3937216661015288,138,5,0.036231884057971016,0.0252,0.011031884057971016,1.4377731769036117,1.044051510802083,3.6517502008159837,0.026203230762842075
payment_channel,POS_TERMINAL,card_entry_mode,QR_CODE,1661,36,0.021673690547862733,0.025471428571428572,-0.0037977380235658387,0.8509020405778975,388,14,0.03608247422680412,0.0252,0.01088247422680412,1.4318442153493698,0.5809421747714723,1.6827368432377756,0.014408783678941387
payment_channel,POS_TERMINAL,term_location,POS_TERMINAL,1461,33,0.022587268993839837,0.025471428571428572,-0.0028841595775887345,0.8867688331849628,333,12,0.036036036036036036,0.0252,0.010836036036036036,1.4300014300014299,0.5432325968164671,1.6125977536363882,0.013448767042196198
payment_channel,SMART_WATCH,merchant_country,TH,501,10,0.01996007984031936,0.025471428571428572,-0.005511348731109211,0.7836262416277932,111,4,0.036036036036036036,0.0252,0.010836036036036036,1.4300014300014299,0.6463751883736367,1.8248513796655124,0.016075956195716674
card_entry_mode,CONTACTLESS,auth_result,AVS_FAIL,1468,29,0.019754768392370572,0.025471428571428572,-0.0057166601790579995,0.7755657809679978,306,11,0.03594771241830065,0.0252,0.01074771241830065,1.4264965245357402,0.6509307435677424,1.83929791347422,0.01619294402593008
day_name,Wednesday,payment_channel,API_SERVER,1456,34,0.023351648351648352,0.025471428571428572,-0.00211978021978022,0.9167781181241641,334,12,0.03592814371257485,0.0252,0.010728143712574849,1.42571998859424,0.5089418704700759,1.5551418155096122,0.012576495360926497
day_name,Sunday,payment_channel,POS_TERMINAL,1395,34,0.024372759856630826,0.025471428571428572,-0.0010986687147977459,0.9568666236478731,307,11,0.035830618892508145,0.0252,0.010630618892508145,1.4218499560519104,0.46498333240403733,1.485943724471685,0.01145785903587732
payment_channel,POS_TERMINAL,term_location,KIOSK,1415,33,0.023321554770318022,0.025471428571428572,-0.0021498738011105495,0.9155966539104103,307,11,0.035830618892508145,0.0252,0.010630618892508145,1.4218499560519104,0.5062533021415001,1.552921746083745,0.012509064122190123
card_entry_mode,TOKEN_IN_APP,auth_result,CVV_PASS,1432,41,0.02863128491620112,0.025471428571428572,0.0031598563447725464,1.124054932212046,335,12,0.03582089552238806,0.0252,0.010620895522388062,1.4214641080312722,0.2974091758192261,1.264585978880377,0.0071896106061869434
time_period,evening,payment_channel,SMART_WATCH,1637,40,0.02443494196701283,0.025471428571428572,-0.0010364866044157428,0.9593078730739754,363,13,0.03581267217630854,0.0252,0.01061267217630854,1.4211377847741484,0.46182991170017307,1.4814199103139645,0.011377730209295712
payment_channel,POS_TERMINAL,merchant_country,JP,525,11,0.02095238095238095,0.025471428571428572,-0.0045190476190476205,0.8225836604972891,112,4,0.03571428571428571,0.0252,0.010514285714285712,1.417233560090703,0.5946498995934137,1.7229050690248526,0.01476190476190476
day_name,Wednesday,payment_channel,ATM,1406,40,0.02844950213371266,0.025471428571428572,0.0029780735622840886,1.116918199304479,309,11,0.03559870550161812,0.0252,0.010398705501618123,1.412647043715005,0.29572884441052594,1.2647721590801442,0.007149203367905463
card_entry_mode,TOKEN_IN_APP,auth_result,AVS_FAIL,1516,28,0.018469656992084433,0.025471428571428572,-0.007001771579344139,0.7251127254323669,309,11,0.03559870550161812,0.0252,0.010398705501618123,1.412647043715005,0.687534318282638,1.9481757693943413,0.01712904850953369
payment_channel,SMART_WATCH,merchant_country,AE,538,13,0.024163568773234202,0.025471428571428572,-0.0013078597981943697,0.9486538497624196,113,4,0.035398230088495575,0.0252,0.010198230088495575,1.4046916701783958,0.4560378204159762,1.480720991170241,0.011234661315261373
payment_channel,WEB_BROWSER,card_entry_mode,QR_CODE,1671,48,0.02872531418312388,0.025471428571428572,0.003253885611695307,1.1277464906442354,343,12,0.03498542274052478,0.0252,0.009785422740524782,1.3883104262113009,0.2605639355670655,1.2310483220277348,0.0062601085574009036
day_name,Friday,payment_channel,MOBILE_APP,1421,27,0.019000703729767768,0.025471428571428572,-0.006470724841660804,0.7459614476072595,259,9,0.03474903474903475,0.0252,0.009549034749034749,1.3789299503585217,0.6329685027512623,1.8485270960490523,0.01574833101926698
time_period,morning,payment_channel,MOBILE_APP,2535,63,0.02485207100591716,0.025471428571428572,-0.0006193575655114129,0.975684223451599,519,18,0.03468208092485549,0.0252,0.009482080924855488,1.3762730525736304,0.4005888291220314,1.410572209822486,0.009830009918938329
day_name,Wednesday,payment_channel,IVR_PHONE,1424,34,0.023876404494382022,0.025471428571428572,-0.0015950240770465501,0.9373798735876284,318,11,0.03459119496855346,0.0252,0.009391194968553458,1.3726664670060895,0.4352865934184611,1.464365199444838,0.010714790474171437
auth_result,AVS_FAIL,pin_verif_method,NONE,2229,56,0.02512337371018394,0.025471428571428572,-0.0003480548612446316,0.9863354793678496,463,16,0.03455723542116631,0.0252,0.009357235421166309,1.3713188659192979,0.38498338655144826,1.3903168781963215,0.009433861710982368
day_name,Thursday,payment_channel,POS_TERMINAL,1414,40,0.028288543140028287,0.025471428571428572,0.002817114568599715,1.1105990015714975,291,10,0.03436426116838488,0.0252,0.009164261168384882,1.3636611574755906,0.2530621559040931,1.2278609600027994,0.006075718028356596
payment_channel,MOBILE_APP,card_entry_mode,MAGSTRIPE,1657,39,0.023536511768255886,0.025471428571428572,-0.0019349168031726864,0.924035795725133,409,14,0.034229828850855744,0.0252,0.009029828850855744,1.3583265417006247,0.4342907459754918,1.4699934207253202,0.010693317082599858
time_period,evening,payment_channel,MOBILE_APP,1677,37,0.022063208109719738,0.025471428571428572,-0.0034082204617088344,0.8661943733485035,409,14,0.034229828850855744,0.0252,0.009029828850855744,1.3583265417006247,0.49213216835212126,1.5681544257572348,0.012166620741136006
payment_channel,WEB_BROWSER,merchant_country,ID,497,10,0.02012072434607646,0.025471428571428572,-0.005350704225352113,0.789933092667051,117,4,0.03418803418803419,0.0252,0.008988034188034191,1.3566680233346902,0.5667349306676391,1.7174467486059173,0.014067309841957733
payment_channel,POS_TERMINAL,merchant_country,IN,487,9,0.018480492813141684,0.025471428571428572,-0.006990935758286888,0.7255381362422422,88,3,0.03409090909090909,0.0252,0.008890909090909088,1.3528138528138527,0.6272757165716105,1.8645661521748182,0.015610416277767405
payment_channel,POS_TERMINAL,card_entry_mode,TOKEN_IN_APP,1642,42,0.025578562728380026,0.025471428571428572,0.00010713415695145362,1.0042060521517677,354,12,0.03389830508474576,0.0252,0.008698305084745762,1.3451708366962605,0.34096478454449275,1.339536674245641,0.008319742356365737
card_entry_mode,QR_CODE,auth_result,AVS_PASS,1434,38,0.026499302649930265,0.025471428571428572,0.0010278740785016928,1.040354001960246,297,10,0.03367003367003367,0.0252,0.00847003367003367,1.3361124472235584,0.2957584452633124,1.2842863519741883,0.007170731020103405
card_entry_mode,CONTACTLESS,auth_result,AVS_PASS,1402,43,0.030670470756062766,0.025471428571428572,0.005199042184634194,1.204112704949183,298,10,0.03355704697986577,0.0252,0.008357046979865772,1.331628848407372,0.12751614345818885,1.1059005040210665,0.0028865762238030057
payment_channel,IVR_PHONE,merchant_country,PH,487,13,0.026694045174537988,0.025471428571428572,0.0012226166031094159,1.0479995301276832,120,4,0.03333333333333333,0.0252,0.008133333333333333,1.3227513227513228,0.2747517926236396,1.2621678573920707,0.006639288158795345
payment_channel,SMART_WATCH,merchant_country,FR,497,9,0.018108651911468814,0.025471428571428572,-0.007362776659959758,0.710939783400346,120,4,0.03333333333333333,0.0252,0.008133333333333333,1.3227513227513228,0.6118115393509768,1.8605673107280378,0.01522468142186452
cross_border,False,merchant_country,PH,2714,79,0.029108327192336036,0.025471428571428572,0.003636898620907464,1.1427834567938993,601,20,0.033277870216306155,0.0252,0.008077870216306154,1.3205504054089743,0.17776694861507503,1.1555561085546753,0.004169543023970119
payment_channel,WEB_BROWSER,term_location,CALL_CENTER,1437,28,0.019485038274182326,0.025471428571428572,-0.005986390297246246,0.764976264269637,301,10,0.03322259136212625,0.0252,0.008022591362126248,1.3183568000843748,0.5533805358147378,1.7233956920476265,0.013737553087943923
payment_channel,SMART_WATCH,merchant_country,ZA,471,24,0.050955414012738856,0.025471428571428572,0.025483985441310284,2.000492978626876,121,4,0.03305785123966942,0.0252,0.007857851239669422,1.3118194936376755,-0.6886734849892004,0.6557481115891498,-0.017897562773069434
day_name,Thursday,payment_channel,WEB_BROWSER,1446,28,0.019363762102351315,0.025471428571428572,-0.006107666469077257,0.7602150012140169,303,10,0.033003300330033,0.0252,0.007803300330033,1.3096547750013094,0.5494397737872926,1.722742607271796,0.013639538227681686
tokenised,False,payment_channel,MOBILE_APP,5526,136,0.024610930148389432,0.025471428571428572,-0.0008604984230391396,0.9662171118268426,1152,38,0.03298611111111111,0.0252,0.007786111111111112,1.30897266313933,0.34275555131248736,1.354739680929159,0.00837518096272168
payment_channel,SMART_WATCH,merchant_country,HK,496,18,0.036290322580645164,0.025471428571428572,0.010818894009216592,1.4247462594756934,91,3,0.03296703296703297,0.0252,0.007767032967032968,1.3082155939298796,-0.11653066554581382,0.918209529809956,-0.003323289613612196
payment_channel,IVR_PHONE,merchant_country,CN,499,19,0.03807615230460922,0.025471428571428572,0.01260472373318065,1.494857353518029,123,4,0.032520325203252036,0.0252,0.007320325203252036,1.2904890953671442,-0.20436825815088477,0.8632857787178114,-0.005555827101357186
payment_channel,MOBILE_APP,card_entry_mode,CHIP,1658,48,0.028950542822677925,0.025471428571428572,0.003479114251249353,1.1365888937675013,369,12,0.032520325203252036,0.0252,0.007320325203252036,1.2904890953671442,0.1539002015996429,1.1354053354807099,0.003569782380574111
payment_channel,WEB_BROWSER,merchant_country,DE,523,10,0.019120458891013385,0.025471428571428572,-0.0063509696804151874,0.7506629962820734,123,4,0.032520325203252036,0.0252,0.007320325203252036,1.2904890953671442,0.5398260990850707,1.7191324203265912,0.013399866312238651
payment_channel,WEB_BROWSER,merchant_country,PH,528,16,0.030303030303030304,0.025471428571428572,0.004831601731601732,1.1896871122894679,93,3,0.03225806451612903,0.0252,0.007058064516129031,1.2800819252432156,0.09039481295374774,1.0759820048010835,0.0019550342130987275
card_present,False,payment_channel,MOBILE_APP,6473,163,0.02518152325042484,0.025471428571428572,-0.00028990532100373057,0.9886184114019848,1373,44,0.032046613255644577,0.0252,0.006846613255644576,1.271691002208118,0.28307259080613323,1.2863314968192523,0.006865090005219735
payment_channel,ATM,card_entry_mode,QR_CODE,1630,38,0.023312883435582823,0.025471428571428572,-0.002158545135845749,0.9152562201294434,377,12,0.03183023872679045,0.0252,0.006630238726790451,1.2631047113805733,0.34784849125112993,1.3800558600103023,0.008517355291207628
