feature,bin,count,fraud_count,fraud_rate,global_fraud_rate,fraud_rate_diff,lift,min_value,max_value,mean_value
mcc_entropy_30d,"(0.788, 1.187]",7012,258,0.03679406731317741,0.025471428571428572,0.011322638741748835,1.444523113809545,0.789,1.187,0.9890760125499144
mcc_entropy_30d,"(1.187, 1.592]",7005,152,0.02169878658101356,0.025471428571428572,-0.0037726419904150106,0.8518873026757988,1.188,1.592,1.3910676659528909
mcc_entropy_30d,"(1.592, 1.991]",6983,118,0.016898181297436633,0.025471428571428572,-0.00857324727399194,0.6634171008528122,1.593,1.991,1.7933939567521124
mcc_entropy_30d,"(1.991, 2.402]",7003,63,0.008996144509495931,0.025471428571428572,-0.01647528406193264,0.35318570704695185,1.992,2.402,2.1954312437526773
mcc_entropy_30d,"(3.198, 3.6]",7012,42,0.005989731888191671,0.025471428571428572,-0.0194816966832369,0.2351549255038794,3.199,3.6,3.3990424985738734
mcc_entropy_30d,"(2.402, 2.794]",7007,41,0.00585129156557728,0.025471428571428572,-0.01962013700585129,0.22971980347190668,2.403,2.794,2.599551448551449
mcc_entropy_30d,"(2.794, 3.198]",6997,36,0.005145062169501215,0.025471428571428572,-0.020326366401927358,0.2019934671144616,2.795,3.198,2.995502929827069
mcc_entropy_30d,"(3.6, inf]",6980,35,0.00501432664756447,0.025471428571428572,-0.0204571019238641,0.1968608330507644,3.601,4.0,3.7994308022922634
distinct_merchants_7d,"(12.0, 25.0]",7392,207,0.028003246753246752,0.025471428571428572,0.0025318181818181802,1.099398358231785,13.0,25.0,19.008928571428573
distinct_merchants_7d,"(73.0, 85.0]",6957,192,0.027598102630444158,0.025471428571428572,0.002126674059015586,1.0834925317616888,74.0,85.0,79.49460974558
distinct_merchants_7d,"(48.0, 61.0]",7470,204,0.027309236947791166,0.025471428571428572,0.0018378083763625937,1.072151759027135,49.0,61.0,55.01967871485944
distinct_merchants_7d,"(25.0, 36.0]",6566,179,0.02726165092902833,0.025471428571428572,0.0017902223575997564,1.0702835474099737,26.0,36.0,30.98157173317088
distinct_merchants_7d,"(61.0, 73.0]",6859,182,0.026534480244933663,0.025471428571428572,0.0010630516735050909,1.041735062897003,62.0,73.0,67.55182971278612
distinct_merchants_7d,"(-inf, 12.0]",7043,185,0.026267215675138435,0.025471428571428572,0.0007957871037098628,1.031242342826523,1.0,12.0,6.463438875479199
distinct_merchants_7d,"(109.0, inf]",6607,160,0.024216739821401545,0.025471428571428572,-0.001254688750027027,0.9507413278172228,110.0,120.0,115.04268200393523
distinct_merchants_7d,"(36.0, 48.0]",7063,169,0.023927509556845535,0.025471428571428572,-0.0015439190145830374,0.9393862417157529,37.0,48.0,42.440605974798245
distinct_merchants_7d,"(85.0, 97.0]",7049,159,0.022556390977443608,0.025471428571428572,-0.002915037593984964,0.8855565723056941,86.0,97.0,91.51652716697404
distinct_merchants_7d,"(97.0, 109.0]",6994,146,0.02087503574492422,0.025471428571428572,-0.004596392826504352,0.8195471128125044,98.0,109.0,103.4772662281956
distinct_countries_30d,"(-inf, 3.0]",8464,525,0.06202741020793951,0.025471428571428572,0.03655598163651094,2.435175947591568,1.0,3.0,1.99515595463138
distinct_countries_30d,"(3.0, 6.0]",8280,363,0.04384057971014493,0.025471428571428572,0.018369151138716355,1.7211668983231323,4.0,6.0,5.0055555555555555
distinct_countries_30d,"(6.0, 8.0]",5673,192,0.033844526705446853,0.025471428571428572,0.008373098134018282,1.3287251090192258,7.0,8.0,7.507491627005112
distinct_countries_30d,"(8.0, 11.0]",8302,194,0.023367863165502288,0.025471428571428572,-0.002103565405926284,0.9174147064414807,9.0,11.0,9.993254637436761
distinct_countries_30d,"(11.0, 13.0]",5652,103,0.018223637650389243,0.025471428571428572,-0.007247790921039329,0.7154540861061397,12.0,13.0,12.495046001415428
distinct_countries_30d,"(13.0, 16.0]",8386,132,0.015740519914142617,0.025471428571428572,-0.009730908657285955,0.6179676915255093,14.0,16.0,15.004531361793465
distinct_countries_30d,"(16.0, 18.0]",5705,86,0.015074496056091149,0.025471428571428572,-0.010396932515337423,0.5918198115122717,17.0,18.0,17.503067484662576
distinct_countries_30d,"(21.0, 23.0]",5640,72,0.01276595744680851,0.025471428571428572,-0.012705471124620062,0.5011873366666268,22.0,23.0,22.491843971631205
distinct_countries_30d,"(18.0, 21.0]",8379,78,0.009308986752595776,0.025471428571428572,-0.016162441818832796,0.3654677917452071,19.0,21.0,20.009786370688627
distinct_countries_30d,"(23.0, inf]",5519,38,0.006885305308932777,0.025471428571428572,-0.018586123262495795,0.2703148466771141,24.0,25.0,24.504801594491756
device_diversity_30d,"(5.0, 8.0]",5370,203,0.037802607076350095,0.025471428571428572,0.012331178504921523,1.4841180568393195,6.0,8.0,6.993109869646182
device_diversity_30d,"(-inf, 5.0]",8715,325,0.037292025243832475,0.025471428571428572,0.011820596672403903,1.464072780184113,1.0,5.0,2.978886976477338
device_diversity_30d,"(8.0, 13.0]",8632,261,0.030236329935125116,0.025471428571428572,0.004764901363696544,1.1870684775427696,9.0,13.0,10.989341983317887
device_diversity_30d,"(13.0, 16.0]",5389,159,0.029504546298014474,0.025471428571428572,0.004033117726585902,1.1583388899949596,14.0,16.0,14.996845425867507
device_diversity_30d,"(20.0, 24.0]",6970,178,0.025538020086083215,0.025471428571428572,6.659151465464308e-05,1.0026143612034912,21.0,24.0,22.47919655667145
device_diversity_30d,"(16.0, 20.0]",7083,170,0.024001129464915998,0.025471428571428572,-0.0014702991065125744,0.9422765353584519,17.0,20.0,18.479457856840323
device_diversity_30d,"(28.0, 32.0]",6993,144,0.02059202059202059,0.025471428571428572,-0.004879407979407981,0.8084360299727658,29.0,32.0,30.51051051051051
device_diversity_30d,"(24.0, 28.0]",6917,129,0.018649703628740785,0.025471428571428572,-0.006821724942687787,0.7321812978193242,25.0,28.0,26.51105970796588
device_diversity_30d,"(32.0, 36.0]",6982,116,0.016614150673159554,0.025471428571428572,-0.008857277898269018,0.6522661509372791,33.0,36.0,34.48152391864795
device_diversity_30d,"(36.0, inf]",6949,98,0.01410274859692042,0.025471428571428572,-0.011368679974508153,0.5536693223692818,37.0,40.0,38.50208663116995
decline_rate_30d,"(-inf, 0.067]",7161,309,0.043150397989107664,0.025471428571428572,0.017678969417679092,1.694070588467491,0.002,0.067,0.04768747381650608
decline_rate_30d,"(0.067, 0.092]",7116,239,0.03358628442945475,0.025471428571428572,0.008114855858026179,1.3185866012685543,0.068,0.092,0.08063251826869026
decline_rate_30d,"(0.113, 0.133]",6897,215,0.031172973756705816,0.025471428571428572,0.005701545185277244,1.2238408092929933,0.114,0.133,0.12341554298970567
decline_rate_30d,"(0.092, 0.113]",6980,216,0.030945558739255013,0.025471428571428572,0.005474130167826441,1.2149125696847172,0.093,0.113,0.10315630372492836
decline_rate_30d,"(0.133, 0.154]",7021,166,0.023643355647343683,0.025471428571428572,-0.0018280729240848885,0.9282304516623993,0.134,0.154,0.14385286996154395
decline_rate_30d,"(0.154, 0.177]",7095,150,0.021141649048625793,0.025471428571428572,-0.004329779522802779,0.8300142643880009,0.155,0.177,0.1657062720225511
decline_rate_30d,"(0.177, 0.202]",6750,136,0.020148148148148148,0.025471428571428572,-0.005323280423280424,0.7910097422155751,0.178,0.202,0.18963985185185184
decline_rate_30d,"(0.202, 0.234]",7022,128,0.01822842495015665,0.025471428571428572,-0.007243003621271921,0.7156420339377261,0.203,0.234,0.21785089718029052
decline_rate_30d,"(0.234, 0.283]",6997,127,0.01815063598685151,0.025471428571428572,-0.007320792584577063,0.712588064542684,0.235,0.283,0.2568296412748321
decline_rate_30d,"(0.283, inf]",6961,97,0.013934779485706077,0.025471428571428572,-0.011536649085722495,0.5470749097024259,0.284,0.666,0.3407918402528372
chargebacks_365d,"(2.0, inf]",5436,165,0.030353200883002206,0.025471428571428572,0.0048817723115736344,1.1916567929389537,3.0,10.0,5.059418690213392
chargebacks_365d,"(-inf, 2.0]",64564,1618,0.025060405179356916,0.025471428571428572,-0.00041102339207165633,0.9838633553308941,0.0,2.0,0.11596245585775354
credit_util_today,"(-inf, 0.197]",7014,258,0.036783575705731396,0.025471428571428572,0.011312147134302824,1.4441112167140762,0.0,0.197,0.09834573709723411
credit_util_today,"(0.197, 0.397]",7012,242,0.03451226468910439,0.025471428571428572,0.00904083611767582,1.3549402850461623,0.198,0.397,0.2974023103251569
credit_util_today,"(0.397, 0.598]",7004,223,0.03183894917190177,0.025471428571428572,0.006367520600473197,1.2499867874554818,0.398,0.598,0.49802241576242146
credit_util_today,"(0.598, 0.797]",6981,198,0.028362698753760206,0.025471428571428572,0.0028912701823316338,1.1135103268442033,0.599,0.797,0.6972767511817791
credit_util_today,"(0.797, 0.997]",7002,184,0.026278206226792344,0.025471428571428572,0.0008067776553637718,1.0316738283092899,0.798,0.997,0.8972265067123679
credit_util_today,"(0.997, 1.196]",7022,182,0.025918541726003986,0.025471428571428572,0.00044711315457541395,1.0175535170052041,0.998,1.196,1.0969397607519225
credit_util_today,"(1.399, 1.598]",7014,140,0.01996007984031936,0.025471428571428572,-0.005511348731109211,0.7836262416277932,1.4,1.598,1.4983753920729967
credit_util_today,"(1.196, 1.399]",6974,133,0.019070834528247777,0.025471428571428572,-0.006400594043180795,0.7487147599424253,1.197,1.399,1.2971063951821051
credit_util_today,"(1.598, 1.799]",6993,112,0.016016016016016016,0.025471428571428572,-0.009455412555412556,0.6287835788677067,1.599,1.799,1.6987930787930787
credit_util_today,"(1.799, inf]",6984,111,0.015893470790378006,0.025471428571428572,-0.009577957781050566,0.62397249317244,1.8,2.0,1.8990851947308132
spending_trend,"(-inf, 0.584]",7002,463,0.06612396458154812,0.025471428571428572,0.04065253601011955,2.59600533971305,0.1,0.584,0.341219794344473
spending_trend,"(0.584, 1.073]",7008,331,0.04723173515981735,0.025471428571428572,0.02176030658838878,1.854302558153233,0.585,1.073,0.8288855593607306
spending_trend,"(1.073, 1.56]",6996,254,0.03630646083476272,0.025471428571428572,0.010835032263334151,1.4253798420826644,1.074,1.56,1.3159988564894225
spending_trend,"(1.56, 2.052]",7009,217,0.030960194036239123,0.025471428571428572,0.005488765464810551,1.2154871466835326,1.561,2.052,1.8086233414181765
spending_trend,"(2.052, 2.538]",6987,153,0.021897810218978103,0.025471428571428572,-0.0035736183524504687,0.8597009059610023,2.053,2.538,2.298094031773293
spending_trend,"(2.538, 3.032]",7003,108,0.015421962016278738,0.025471428571428572,-0.010049466555149834,0.6054612120804889,2.539,3.032,2.782952734542339
spending_trend,"(3.526, 4.015]",6995,81,0.011579699785561115,0.025471428571428572,-0.013891728785867457,0.4546152467690847,3.527,4.015,3.770680200142959
spending_trend,"(3.032, 3.526]",7002,76,0.010854041702370752,0.025471428571428572,-0.01461738686905782,0.42612614647557634,3.033,3.526,3.278131391031134
spending_trend,"(4.507, inf]",6998,53,0.007573592454987139,0.025471428571428572,-0.017897836116441433,0.29733677613522136,4.508,5.0,4.753535438696771
spending_trend,"(4.015, 4.507]",7000,47,0.006714285714285714,0.025471428571428572,-0.018757142857142858,0.26360067302299495,4.016,4.507,4.258890428571428
ip_score,"(0.0921, 0.14]",7000,189,0.027,0.025471428571428572,0.0015285714285714277,1.0600112170499159,0.0922,0.14,0.11688032857142856
ip_score,"(0.14, 0.182]",7008,187,0.0266837899543379,0.025471428571428572,0.0012123613829093279,1.0475969135185939,0.1401,0.1819,0.16125129851598172
ip_score,"(0.31, 0.361]",7011,183,0.02610183996576808,0.025471428571428572,0.0006304113943395064,1.0247497462724429,0.3097,0.3613,0.33480460704607046
ip_score,"(0.182, 0.224]",6989,179,0.025611675490055802,0.025471428571428572,0.00014024691862722996,1.0055060484037612,0.182,0.2236,0.20288467591930176
ip_score,"(0.265, 0.31]",6991,179,0.025604348448004577,0.025471428571428572,0.00013291987657600493,1.0052183911162762,0.2651,0.3096,0.28709914175368334
ip_score,"(-inf, 0.0921]",7006,179,0.025549528975164146,0.025471428571428572,7.810040373557384e-05,1.003066196445031,0.0008,0.0921,0.05900398230088495
ip_score,"(0.224, 0.265]",7009,179,0.02553859323726637,0.025471428571428572,6.716466583779959e-05,1.002636862932499,0.2237,0.265,0.24403840776144958
ip_score,"(0.512, inf]",6999,172,0.024574939277039576,0.025471428571428572,-0.0008964892943889961,0.9648041219252778,0.5124,0.9108,0.6018542220317188
ip_score,"(0.361, 0.423]",6986,169,0.024191239622101346,0.025471428571428572,-0.001280188949327226,0.9497401982877701,0.3614,0.4231,0.3912385485256227
ip_score,"(0.423, 0.512]",7001,167,0.023853735180688472,0.025471428571428572,-0.0016176933907401,0.9364898837062215,0.4232,0.5123,0.4643520782745322
txn_count_7d,"(6.0, 14.0]",7062,189,0.026762956669498725,0.025471428571428572,0.0012915280980701528,1.0507049730033151,7.0,14.0,10.419711129991503
txn_count_7d,"(23.0, 32.0]",6590,176,0.026707132018209408,0.025471428571428572,0.0012357034467808357,1.0485133153531456,24.0,32.0,27.93474962063733
txn_count_7d,"(64.0, 76.0]",7316,194,0.026517222525970476,0.025471428571428572,0.0010457939545419036,1.0410575304643483,65.0,76.0,70.4417714598141
txn_count_7d,"(53.0, 64.0]",6846,179,0.02614665498101081,0.025471428571428572,0.0006752264095822372,1.0265091691927968,54.0,64.0,58.96815658778849
txn_count_7d,"(88.0, inf]",6737,175,0.025975953688585424,0.025471428571428572,0.0005045251171568524,1.0198074919803588,89.0,100.0,94.45999703131957
txn_count_7d,"(-inf, 6.0]",7354,190,0.025836279575741094,0.025471428571428572,0.00036485100431252193,1.0143239317453037,0.0,6.0,2.865243404949687
txn_count_7d,"(32.0, 43.0]",7572,193,0.02548864236661384,0.025471428571428572,1.721379518526689e-05,1.0006758079994216,33.0,43.0,37.920364500792395
txn_count_7d,"(76.0, 88.0]",6896,171,0.024796983758700698,0.025471428571428572,-0.0006744448127278743,0.9735215160454564,77.0,88.0,82.49303944315545
txn_count_7d,"(14.0, 23.0]",7037,169,0.02401591587324144,0.025471428571428572,-0.0014555126981871322,0.9428570449393723,15.0,23.0,18.98408412675856
txn_count_7d,"(43.0, 53.0]",6590,147,0.022306525037936266,0.025471428571428572,-0.003164903533492306,0.8757469168006385,44.0,53.0,48.42291350531108
txn_count_30d,"(201.0, 250.0]",6875,186,0.027054545454545456,0.025471428571428572,0.0015831168831168842,1.062152653852037,202.0,250.0,226.28363636363636
txn_count_30d,"(250.0, 300.0]",7056,190,0.026927437641723357,0.025471428571428572,0.001456009070294785,1.0571624424681072,251.0,300.0,275.5561224489796
txn_count_30d,"(-inf, 50.0]",7072,190,0.026866515837104074,0.025471428571428572,0.0013950872656755021,1.0547706722362789,1.0,50.0,25.560803167420815
txn_count_30d,"(50.0, 100.0]",6971,185,0.026538516712092956,0.025471428571428572,0.0010670881406643837,1.0418935332846364,51.0,100.0,75.29464926122508
txn_count_30d,"(400.0, 449.0]",6893,180,0.026113448425939358,0.025471428571428572,0.0006420198545107857,1.0252054906425996,401.0,449.0,425.1646597997969
txn_count_30d,"(100.0, 151.0]",7065,183,0.025902335456475585,0.025471428571428572,0.0004309068850470131,1.0169172641353286,101.0,151.0,126.16433121019108
txn_count_30d,"(300.0, 350.0]",7049,179,0.02539367286139878,0.025471428571428572,-7.77557100297907e-05,0.9969473361177311,301.0,350.0,325.51936444885797
txn_count_30d,"(350.0, 400.0]",7015,174,0.0248039914468995,0.025471428571428572,-0.000667437124529071,0.9737966356045794,351.0,400.0,375.65060584461867
txn_count_30d,"(151.0, 201.0]",7025,160,0.022775800711743774,0.025471428571428572,-0.002695627859684798,0.8941705271015503,152.0,201.0,176.38661921708186
txn_count_30d,"(449.0, inf]",6979,156,0.022352772603524862,0.025471428571428572,-0.00311865596790371,0.8775625811815706,450.0,500.0,475.18584324401775
txn_count_ratio_7d_30d,"(0.112, 0.15]",7000,198,0.028285714285714286,0.025471428571428572,0.0028142857142857136,1.1104879416713405,0.11188811188811189,0.15021459227467812,0.13117008213990577
txn_count_ratio_7d_30d,"(0.15, 0.19]",7000,195,0.027857142857142858,0.025471428571428572,0.002385714285714286,1.0936623667975323,0.15023474178403756,0.1895424836601307,0.16977922404982526
txn_count_ratio_7d_30d,"(0.19, 0.232]",7001,194,0.027710327096129125,0.025471428571428572,0.0022388985247005534,1.0878984277784849,0.18956043956043955,0.23197492163009403,0.20970414906319032
txn_count_ratio_7d_30d,"(0.232, 0.298]",7013,189,0.026949950092685013,0.025471428571428572,0.0014785215212564408,1.0580462739696863,0.232,0.2978723404255319,0.26231413058731623
txn_count_ratio_7d_30d,"(0.604, inf]",6998,179,0.025578736781937696,0.025471428571428572,0.00010730821050912442,1.0042128854378232,0.60431654676259,0.9900990099009901,0.773807690760418
txn_count_ratio_7d_30d,"(0.404, 0.604]",7002,174,0.024850042844901457,0.025471428571428572,-0.0006213857265271149,0.9756045985098721,0.40384615384615385,0.6041666666666666,0.49402644552481517
txn_count_ratio_7d_30d,"(-inf, 0.0348]",7004,173,0.02470017133066819,0.025471428571428572,-0.0007712572407603813,0.9697206916134455,0.0,0.03482587064676617,0.015454544573447979
txn_count_ratio_7d_30d,"(0.0348, 0.0739]",6996,161,0.023013150371640936,0.025471428571428572,-0.0024582781997876356,0.9034887975405864,0.03484320557491289,0.07385229540918163,0.054274049878570964
txn_count_ratio_7d_30d,"(0.0739, 0.112]",7000,161,0.023,0.025471428571428572,-0.0024714285714285723,0.9029725182277061,0.07386363636363637,0.11187214611872145,0.09302189190821811
txn_count_ratio_7d_30d,"(0.298, 0.404]",6986,159,0.022759805324935586,0.025471428571428572,-0.0027116232464929856,0.8935425534186714,0.2979591836734694,0.40375586854460094,0.34628425666499973
hour,"(21.0, inf]",5931,168,0.02832574607991907,0.025471428571428572,0.0028543175084904983,1.1120595768897,22.0,23.0,22.504973866127127
hour,"(12.0, 14.0]",5874,161,0.027408920667347635,0.025471428571428572,0.0019374920959190634,1.0760653094303614,13.0,14.0,13.49625468164794
hour,"(9.0, 12.0]",8673,232,0.026749682924017065,0.025471428571428572,0.0012782543525884926,1.0501838500735807,10.0,12.0,11.005649717514125
hour,"(7.0, 9.0]",5812,152,0.02615278733654508,0.025471428571428572,0.0006813587651165083,1.026749923476251,8.0,9.0,8.48365450791466
hour,"(-inf, 2.0]",8814,224,0.02541411390968913,0.025471428571428572,-5.7314661739440304e-05,0.9977498450242508,0.0,2.0,1.0045382346267302
hour,"(2.0, 4.0]",5715,144,0.025196850393700787,0.025471428571428572,-0.0002745781777277849,0.9892201500611638,3.0,4.0,3.4915135608048993
hour,"(19.0, 21.0]",5924,147,0.024814314652261985,0.025471428571428572,-0.0006571139191665874,0.974201921289029,20.0,21.0,20.4940918298447
hour,"(4.0, 7.0]",8825,217,0.024589235127478754,0.025471428571428572,-0.0008821934439498177,0.9653653723631591,5.0,7.0,6.012124645892351
hour,"(16.0, 19.0]",8659,204,0.023559302459868346,0.025471428571428572,-0.0019121261115602264,0.9249305508641527,17.0,19.0,17.985333179350963
hour,"(14.0, 16.0]",5773,134,0.02321150181881171,0.025471428571428572,-0.0022599267526168636,0.9112760108338864,15.0,16.0,15.497834747964664
amount_to_mean_30d,"(4615.23, 6963.322]",7000,202,0.028857142857142856,0.025471428571428572,0.0033857142857142836,1.1329220415030845,4615.293640054127,6962.69696969697,5780.34447839083
amount_to_mean_30d,"(9357.753, 11837.024]",7000,199,0.028428571428571428,0.025471428571428572,0.002957142857142856,1.1160964666292765,9357.799689440993,11836.982786885246,10588.907425962667
amount_to_mean_30d,"(11837.024, 14369.686]",7000,191,0.027285714285714285,0.025471428571428572,0.0018142857142857127,1.071228266965788,11837.065182829889,14369.510028653292,13099.826423557042
