rule,support,support_rate,fraud_count,fraud_rate,global_fraud_rate,fraud_rate_diff,lift,order,strength,business_interpretation,feature_a,value_a,feature_b,value_b
card_not_present_flag AND low_mcc_entropy_x_low_night_ratio AND low_mcc_entropy_x_card_not_present,479,0.006842857142857143,128,0.267223382045929,0.025471428571428572,0.24175195347450043,10.491103052840733,3,VERY_STRONG,"User có lịch sử ngành hàng ít đa dạng và ít giao dịch ban đêm. Khi hai tín hiệu này cùng xuất hiện, fraud rate thường tăng mạnh. Đây là nhóm behavioral anomaly quan trọng.",,,,
low_mcc_entropy AND low_night_ratio AND card_not_present,479,0.006842857142857143,128,0.267223382045929,0.025471428571428572,0.24175195347450043,10.491103052840733,3,VERY_STRONG,"User có lịch sử ngành hàng ít đa dạng và ít giao dịch ban đêm. Khi hai tín hiệu này cùng xuất hiện, fraud rate thường tăng mạnh. Đây là nhóm behavioral anomaly quan trọng.",,,,
low_mcc_entropy_flag AND low_night_ratio_flag,696,0.009942857142857142,181,0.2600574712643678,0.025471428571428572,0.23458604269293923,10.20977172658763,2,VERY_STRONG,"User có lịch sử ngành hàng ít đa dạng và ít giao dịch ban đêm. Khi hai tín hiệu này cùng xuất hiện, fraud rate thường tăng mạnh. Đây là nhóm behavioral anomaly quan trọng.",,,,
low_mcc_entropy_flag AND low_mcc_entropy_x_low_night_ratio,696,0.009942857142857142,181,0.2600574712643678,0.025471428571428572,0.23458604269293923,10.20977172658763,2,VERY_STRONG,"User có lịch sử ngành hàng ít đa dạng và ít giao dịch ban đêm. Khi hai tín hiệu này cùng xuất hiện, fraud rate thường tăng mạnh. Đây là nhóm behavioral anomaly quan trọng.",,,,
low_night_ratio_flag AND low_mcc_entropy_x_low_night_ratio,696,0.009942857142857142,181,0.2600574712643678,0.025471428571428572,0.23458604269293923,10.20977172658763,2,VERY_STRONG,"User có lịch sử ngành hàng ít đa dạng và ít giao dịch ban đêm. Khi hai tín hiệu này cùng xuất hiện, fraud rate thường tăng mạnh. Đây là nhóm behavioral anomaly quan trọng.",,,,
low_mcc_entropy_flag AND low_night_ratio_flag AND low_mcc_entropy_x_low_night_ratio,696,0.009942857142857142,181,0.2600574712643678,0.025471428571428572,0.23458604269293923,10.20977172658763,3,VERY_STRONG,"User có lịch sử ngành hàng ít đa dạng và ít giao dịch ban đêm. Khi hai tín hiệu này cùng xuất hiện, fraud rate thường tăng mạnh. Đây là nhóm behavioral anomaly quan trọng.",,,,
low_mcc_entropy AND low_night_ratio,696,0.009942857142857142,181,0.2600574712643678,0.025471428571428572,0.23458604269293923,10.20977172658763,2,VERY_STRONG,"User có lịch sử ngành hàng ít đa dạng và ít giao dịch ban đêm. Khi hai tín hiệu này cùng xuất hiện, fraud rate thường tăng mạnh. Đây là nhóm behavioral anomaly quan trọng.",,,,
low_spending_trend_flag AND low_mcc_entropy_x_card_not_present,481,0.006871428571428572,121,0.2515592515592516,0.025471428571428572,0.226087822987823,9.876134385388452,2,VERY_STRONG,User có ngành hàng giao dịch hẹp và xu hướng chi tiêu thấp hoặc giảm. Nếu phát sinh giao dịch mới lệch khỏi hành vi này thì rủi ro tăng.,,,,
card_not_present_flag AND low_mcc_entropy_x_low_spending_trend,481,0.006871428571428572,121,0.2515592515592516,0.025471428571428572,0.226087822987823,9.876134385388452,2,VERY_STRONG,User có ngành hàng giao dịch hẹp và xu hướng chi tiêu thấp hoặc giảm. Nếu phát sinh giao dịch mới lệch khỏi hành vi này thì rủi ro tăng.,,,,
low_mcc_entropy_x_low_spending_trend AND low_mcc_entropy_x_card_not_present,481,0.006871428571428572,121,0.2515592515592516,0.025471428571428572,0.226087822987823,9.876134385388452,2,VERY_STRONG,User có ngành hàng giao dịch hẹp và xu hướng chi tiêu thấp hoặc giảm. Nếu phát sinh giao dịch mới lệch khỏi hành vi này thì rủi ro tăng.,,,,
low_mcc_entropy_flag AND low_spending_trend_flag AND card_not_present_flag,481,0.006871428571428572,121,0.2515592515592516,0.025471428571428572,0.226087822987823,9.876134385388452,3,VERY_STRONG,User có ngành hàng giao dịch hẹp và xu hướng chi tiêu thấp hoặc giảm. Nếu phát sinh giao dịch mới lệch khỏi hành vi này thì rủi ro tăng.,,,,
low_mcc_entropy_flag AND low_spending_trend_flag AND low_mcc_entropy_x_card_not_present,481,0.006871428571428572,121,0.2515592515592516,0.025471428571428572,0.226087822987823,9.876134385388452,3,VERY_STRONG,User có ngành hàng giao dịch hẹp và xu hướng chi tiêu thấp hoặc giảm. Nếu phát sinh giao dịch mới lệch khỏi hành vi này thì rủi ro tăng.,,,,
low_mcc_entropy_flag AND card_not_present_flag AND low_mcc_entropy_x_low_spending_trend,481,0.006871428571428572,121,0.2515592515592516,0.025471428571428572,0.226087822987823,9.876134385388452,3,VERY_STRONG,User có ngành hàng giao dịch hẹp và xu hướng chi tiêu thấp hoặc giảm. Nếu phát sinh giao dịch mới lệch khỏi hành vi này thì rủi ro tăng.,,,,
low_mcc_entropy_flag AND low_mcc_entropy_x_low_spending_trend AND low_mcc_entropy_x_card_not_present,481,0.006871428571428572,121,0.2515592515592516,0.025471428571428572,0.226087822987823,9.876134385388452,3,VERY_STRONG,User có ngành hàng giao dịch hẹp và xu hướng chi tiêu thấp hoặc giảm. Nếu phát sinh giao dịch mới lệch khỏi hành vi này thì rủi ro tăng.,,,,
low_spending_trend_flag AND card_not_present_flag AND low_mcc_entropy_x_low_spending_trend,481,0.006871428571428572,121,0.2515592515592516,0.025471428571428572,0.226087822987823,9.876134385388452,3,VERY_STRONG,User có ngành hàng giao dịch hẹp và xu hướng chi tiêu thấp hoặc giảm. Nếu phát sinh giao dịch mới lệch khỏi hành vi này thì rủi ro tăng.,,,,
low_spending_trend_flag AND card_not_present_flag AND low_mcc_entropy_x_card_not_present,481,0.006871428571428572,121,0.2515592515592516,0.025471428571428572,0.226087822987823,9.876134385388452,3,VERY_STRONG,User có ngành hàng giao dịch hẹp và xu hướng chi tiêu thấp hoặc giảm. Nếu phát sinh giao dịch mới lệch khỏi hành vi này thì rủi ro tăng.,,,,
low_spending_trend_flag AND low_mcc_entropy_x_low_spending_trend AND low_mcc_entropy_x_card_not_present,481,0.006871428571428572,121,0.2515592515592516,0.025471428571428572,0.226087822987823,9.876134385388452,3,VERY_STRONG,User có ngành hàng giao dịch hẹp và xu hướng chi tiêu thấp hoặc giảm. Nếu phát sinh giao dịch mới lệch khỏi hành vi này thì rủi ro tăng.,,,,
card_not_present_flag AND low_mcc_entropy_x_low_spending_trend AND low_mcc_entropy_x_card_not_present,481,0.006871428571428572,121,0.2515592515592516,0.025471428571428572,0.226087822987823,9.876134385388452,3,VERY_STRONG,User có ngành hàng giao dịch hẹp và xu hướng chi tiêu thấp hoặc giảm. Nếu phát sinh giao dịch mới lệch khỏi hành vi này thì rủi ro tăng.,,,,
high_max_amount_30d_flag AND low_mcc_entropy_x_card_not_present,469,0.0067,114,0.24307036247334754,0.025471428571428572,0.21759893390191898,9.542863361264345,2,VERY_STRONG,User có hành vi ngành hàng hẹp nhưng có lịch sử giao dịch giá trị rất cao. Nhóm này cần kiểm tra vì có thể phản ánh hành vi bất thường trong lịch sử gần.,,,,
card_not_present_flag AND low_mcc_entropy_x_high_max_amount_30d,469,0.0067,114,0.24307036247334754,0.025471428571428572,0.21759893390191898,9.542863361264345,2,VERY_STRONG,User có hành vi ngành hàng hẹp nhưng có lịch sử giao dịch giá trị rất cao. Nhóm này cần kiểm tra vì có thể phản ánh hành vi bất thường trong lịch sử gần.,,,,
low_mcc_entropy_x_high_max_amount_30d AND low_mcc_entropy_x_card_not_present,469,0.0067,114,0.24307036247334754,0.025471428571428572,0.21759893390191898,9.542863361264345,2,VERY_STRONG,User có hành vi ngành hàng hẹp nhưng có lịch sử giao dịch giá trị rất cao. Nhóm này cần kiểm tra vì có thể phản ánh hành vi bất thường trong lịch sử gần.,,,,
low_mcc_entropy_flag AND high_max_amount_30d_flag AND card_not_present_flag,469,0.0067,114,0.24307036247334754,0.025471428571428572,0.21759893390191898,9.542863361264345,3,VERY_STRONG,User có hành vi ngành hàng hẹp nhưng có lịch sử giao dịch giá trị rất cao. Nhóm này cần kiểm tra vì có thể phản ánh hành vi bất thường trong lịch sử gần.,,,,
low_mcc_entropy_flag AND high_max_amount_30d_flag AND low_mcc_entropy_x_card_not_present,469,0.0067,114,0.24307036247334754,0.025471428571428572,0.21759893390191898,9.542863361264345,3,VERY_STRONG,User có hành vi ngành hàng hẹp nhưng có lịch sử giao dịch giá trị rất cao. Nhóm này cần kiểm tra vì có thể phản ánh hành vi bất thường trong lịch sử gần.,,,,
low_mcc_entropy_flag AND card_not_present_flag AND low_mcc_entropy_x_high_max_amount_30d,469,0.0067,114,0.24307036247334754,0.025471428571428572,0.21759893390191898,9.542863361264345,3,VERY_STRONG,User có hành vi ngành hàng hẹp nhưng có lịch sử giao dịch giá trị rất cao. Nhóm này cần kiểm tra vì có thể phản ánh hành vi bất thường trong lịch sử gần.,,,,
low_mcc_entropy_flag AND low_mcc_entropy_x_high_max_amount_30d AND low_mcc_entropy_x_card_not_present,469,0.0067,114,0.24307036247334754,0.025471428571428572,0.21759893390191898,9.542863361264345,3,VERY_STRONG,User có hành vi ngành hàng hẹp nhưng có lịch sử giao dịch giá trị rất cao. Nhóm này cần kiểm tra vì có thể phản ánh hành vi bất thường trong lịch sử gần.,,,,
high_max_amount_30d_flag AND card_not_present_flag AND low_mcc_entropy_x_high_max_amount_30d,469,0.0067,114,0.24307036247334754,0.025471428571428572,0.21759893390191898,9.542863361264345,3,VERY_STRONG,User có hành vi ngành hàng hẹp nhưng có lịch sử giao dịch giá trị rất cao. Nhóm này cần kiểm tra vì có thể phản ánh hành vi bất thường trong lịch sử gần.,,,,
high_max_amount_30d_flag AND card_not_present_flag AND low_mcc_entropy_x_card_not_present,469,0.0067,114,0.24307036247334754,0.025471428571428572,0.21759893390191898,9.542863361264345,3,VERY_STRONG,User có hành vi ngành hàng hẹp nhưng có lịch sử giao dịch giá trị rất cao. Nhóm này cần kiểm tra vì có thể phản ánh hành vi bất thường trong lịch sử gần.,,,,
high_max_amount_30d_flag AND low_mcc_entropy_x_high_max_amount_30d AND low_mcc_entropy_x_card_not_present,469,0.0067,114,0.24307036247334754,0.025471428571428572,0.21759893390191898,9.542863361264345,3,VERY_STRONG,User có hành vi ngành hàng hẹp nhưng có lịch sử giao dịch giá trị rất cao. Nhóm này cần kiểm tra vì có thể phản ánh hành vi bất thường trong lịch sử gần.,,,,
card_not_present_flag AND low_mcc_entropy_x_high_max_amount_30d AND low_mcc_entropy_x_card_not_present,469,0.0067,114,0.24307036247334754,0.025471428571428572,0.21759893390191898,9.542863361264345,3,VERY_STRONG,User có hành vi ngành hàng hẹp nhưng có lịch sử giao dịch giá trị rất cao. Nhóm này cần kiểm tra vì có thể phản ánh hành vi bất thường trong lịch sử gần.,,,,
low_mcc_entropy_flag AND low_spending_trend_flag,733,0.01047142857142857,175,0.23874488403819918,0.025471428571428572,0.21327345546677062,9.37304648495454,2,VERY_STRONG,User có ngành hàng giao dịch hẹp và xu hướng chi tiêu thấp hoặc giảm. Nếu phát sinh giao dịch mới lệch khỏi hành vi này thì rủi ro tăng.,,,,
low_mcc_entropy_flag AND low_mcc_entropy_x_low_spending_trend,733,0.01047142857142857,175,0.23874488403819918,0.025471428571428572,0.21327345546677062,9.37304648495454,2,VERY_STRONG,User có ngành hàng giao dịch hẹp và xu hướng chi tiêu thấp hoặc giảm. Nếu phát sinh giao dịch mới lệch khỏi hành vi này thì rủi ro tăng.,,,,
low_spending_trend_flag AND low_mcc_entropy_x_low_spending_trend,733,0.01047142857142857,175,0.23874488403819918,0.025471428571428572,0.21327345546677062,9.37304648495454,2,VERY_STRONG,User có ngành hàng giao dịch hẹp và xu hướng chi tiêu thấp hoặc giảm. Nếu phát sinh giao dịch mới lệch khỏi hành vi này thì rủi ro tăng.,,,,
low_mcc_entropy_flag AND low_spending_trend_flag AND low_mcc_entropy_x_low_spending_trend,733,0.01047142857142857,175,0.23874488403819918,0.025471428571428572,0.21327345546677062,9.37304648495454,3,VERY_STRONG,User có ngành hàng giao dịch hẹp và xu hướng chi tiêu thấp hoặc giảm. Nếu phát sinh giao dịch mới lệch khỏi hành vi này thì rủi ro tăng.,,,,
low_mcc_entropy AND low_spending_trend,733,0.01047142857142857,175,0.23874488403819918,0.025471428571428572,0.21327345546677062,9.37304648495454,2,VERY_STRONG,User có ngành hàng giao dịch hẹp và xu hướng chi tiêu thấp hoặc giảm. Nếu phát sinh giao dịch mới lệch khỏi hành vi này thì rủi ro tăng.,,,,
low_mcc_entropy_flag AND high_max_amount_30d_flag,713,0.010185714285714286,162,0.22720897615708274,0.025471428571428572,0.20173754758565418,8.920150494108688,2,VERY_STRONG,User có hành vi ngành hàng hẹp nhưng có lịch sử giao dịch giá trị rất cao. Nhóm này cần kiểm tra vì có thể phản ánh hành vi bất thường trong lịch sử gần.,,,,
low_mcc_entropy_flag AND low_mcc_entropy_x_high_max_amount_30d,713,0.010185714285714286,162,0.22720897615708274,0.025471428571428572,0.20173754758565418,8.920150494108688,2,VERY_STRONG,User có hành vi ngành hàng hẹp nhưng có lịch sử giao dịch giá trị rất cao. Nhóm này cần kiểm tra vì có thể phản ánh hành vi bất thường trong lịch sử gần.,,,,
high_max_amount_30d_flag AND low_mcc_entropy_x_high_max_amount_30d,713,0.010185714285714286,162,0.22720897615708274,0.025471428571428572,0.20173754758565418,8.920150494108688,2,VERY_STRONG,User có hành vi ngành hàng hẹp nhưng có lịch sử giao dịch giá trị rất cao. Nhóm này cần kiểm tra vì có thể phản ánh hành vi bất thường trong lịch sử gần.,,,,
low_mcc_entropy_flag AND high_max_amount_30d_flag AND low_mcc_entropy_x_high_max_amount_30d,713,0.010185714285714286,162,0.22720897615708274,0.025471428571428572,0.20173754758565418,8.920150494108688,3,VERY_STRONG,User có hành vi ngành hàng hẹp nhưng có lịch sử giao dịch giá trị rất cao. Nhóm này cần kiểm tra vì có thể phản ánh hành vi bất thường trong lịch sử gần.,,,,
low_mcc_entropy AND high_max_amount_30d,713,0.010185714285714286,162,0.22720897615708274,0.025471428571428572,0.20173754758565418,8.920150494108688,2,VERY_STRONG,User có hành vi ngành hàng hẹp nhưng có lịch sử giao dịch giá trị rất cao. Nhóm này cần kiểm tra vì có thể phản ánh hành vi bất thường trong lịch sử gần.,,,,
low_mcc_entropy_flag AND low_country_diversity_flag AND tokenised_flag,396,0.005657142857142857,89,0.22474747474747475,0.025471428571428572,0.1992760461760462,8.82351274948022,3,VERY_STRONG,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model.",,,,
low_mcc_entropy_flag AND low_country_diversity_flag,863,0.012328571428571428,187,0.21668597914252608,0.025471428571428572,0.1912145505710975,8.507021054389694,2,VERY_STRONG,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model.",,,,
low_country_diversity_flag AND low_mcc_entropy_x_card_not_present,568,0.008114285714285715,120,0.2112676056338028,0.025471428571428572,0.18579617706237425,8.294297473004036,2,VERY_STRONG,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác.",,,,
low_mcc_entropy_flag AND low_country_diversity_flag AND card_not_present_flag,568,0.008114285714285715,120,0.2112676056338028,0.025471428571428572,0.18579617706237425,8.294297473004036,3,VERY_STRONG,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác.",,,,
low_mcc_entropy_flag AND low_country_diversity_flag AND low_mcc_entropy_x_card_not_present,568,0.008114285714285715,120,0.2112676056338028,0.025471428571428572,0.18579617706237425,8.294297473004036,3,VERY_STRONG,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác.",,,,
low_country_diversity_flag AND card_not_present_flag AND low_mcc_entropy_x_card_not_present,568,0.008114285714285715,120,0.2112676056338028,0.025471428571428572,0.18579617706237425,8.294297473004036,3,VERY_STRONG,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác.",,,,
low_night_ratio_flag AND low_country_diversity_flag AND card_not_present_flag,564,0.008057142857142856,109,0.19326241134751773,0.025471428571428572,0.16779098277608917,7.587419402314213,3,VERY_STRONG,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác.",,,,
low_night_ratio_flag AND low_country_diversity_flag,844,0.012057142857142857,153,0.18127962085308058,0.025471428571428572,0.15580819228165202,7.1169789454378245,2,VERY_STRONG,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model.",,,,
card_not_present_flag AND low_night_ratio_x_high_max_amount_30d,451,0.0064428571428571425,81,0.17960088691796008,0.025471428571428572,0.15412945834653152,7.051072397227822,2,VERY_STRONG,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác.",,,,
low_night_ratio_flag AND high_max_amount_30d_flag AND card_not_present_flag,451,0.0064428571428571425,81,0.17960088691796008,0.025471428571428572,0.15412945834653152,7.051072397227822,3,VERY_STRONG,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác.",,,,
low_night_ratio_flag AND card_not_present_flag AND low_night_ratio_x_high_max_amount_30d,451,0.0064428571428571425,81,0.17960088691796008,0.025471428571428572,0.15412945834653152,7.051072397227822,3,VERY_STRONG,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác.",,,,
high_max_amount_30d_flag AND card_not_present_flag AND low_night_ratio_x_high_max_amount_30d,451,0.0064428571428571425,81,0.17960088691796008,0.025471428571428572,0.15412945834653152,7.051072397227822,3,VERY_STRONG,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác.",,,,
low_night_ratio_flag AND low_country_diversity_flag AND tokenised_flag,374,0.005342857142857143,66,0.17647058823529413,0.025471428571428572,0.15099915966386557,6.928177889215137,3,VERY_STRONG,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model.",,,,
low_night_ratio_flag AND high_max_amount_30d_flag,728,0.0104,124,0.17032967032967034,0.025471428571428572,0.14485824175824177,6.687087449846844,2,VERY_STRONG,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model.",,,,
low_night_ratio_flag AND low_night_ratio_x_high_max_amount_30d,728,0.0104,124,0.17032967032967034,0.025471428571428572,0.14485824175824177,6.687087449846844,2,VERY_STRONG,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model.",,,,
high_max_amount_30d_flag AND low_night_ratio_x_high_max_amount_30d,728,0.0104,124,0.17032967032967034,0.025471428571428572,0.14485824175824177,6.687087449846844,2,VERY_STRONG,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model.",,,,
low_night_ratio_flag AND high_max_amount_30d_flag AND low_night_ratio_x_high_max_amount_30d,728,0.0104,124,0.17032967032967034,0.025471428571428572,0.14485824175824177,6.687087449846844,3,VERY_STRONG,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model.",,,,
low_night_ratio AND high_max_amount_30d,728,0.0104,124,0.17032967032967034,0.025471428571428572,0.14485824175824177,6.687087449846844,2,VERY_STRONG,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model.",,,,
low_night_ratio_flag AND low_spending_trend_flag AND card_not_present_flag,490,0.007,81,0.1653061224489796,0.025471428571428572,0.13983469387755104,6.4898645941831585,3,VERY_STRONG,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác.",,,,
high_max_amount_30d_flag AND low_country_diversity_flag AND tokenised_flag,354,0.005057142857142857,58,0.1638418079096045,0.025471428571428572,0.13837037933817595,6.432376081700681,3,VERY_STRONG,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model.",,,,
low_night_ratio_flag AND low_spending_trend_flag,751,0.01072857142857143,123,0.16378162450066577,0.025471428571428572,0.1383101959292372,6.4300133006430755,2,VERY_STRONG,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model.",,,,
high_max_amount_30d_flag AND low_spending_trend_flag,690,0.009857142857142858,109,0.15797101449275364,0.025471428571428572,0.13249958592132507,6.201890641891618,2,VERY_STRONG,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model.",,,,
low_spending_trend_flag AND low_country_diversity_flag AND tokenised_flag,407,0.0058142857142857145,63,0.1547911547911548,0.025471428571428572,0.12931972621972623,6.077050384397552,3,VERY_STRONG,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model.",,,,
low_spending_trend_flag AND low_country_diversity_flag AND card_not_present_flag,574,0.0082,88,0.15331010452961671,0.025471428571428572,0.12783867595818815,6.018904832906994,3,VERY_STRONG,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác.",,,,
high_max_amount_30d_flag AND low_country_diversity_flag,816,0.011657142857142857,125,0.15318627450980393,0.025471428571428572,0.12771484593837537,6.014043306610362,2,VERY_STRONG,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model.",,,,
low_spending_trend_flag AND low_country_diversity_flag,894,0.01277142857142857,133,0.1487695749440716,0.025471428571428572,0.12329814637264301,5.840645118387555,2,VERY_STRONG,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model.",,,,
high_max_amount_30d_flag AND low_spending_trend_flag AND card_not_present_flag,445,0.006357142857142857,66,0.14831460674157304,0.025471428571428572,0.12284317817014447,5.822783214756092,3,VERY_STRONG,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác.",,,,
high_max_amount_30d_flag AND low_country_diversity_flag AND card_not_present_flag,544,0.0077714285714285715,79,0.14522058823529413,0.025471428571428572,0.11974915966386555,5.701313054666623,3,VERY_STRONG,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác.",,,,
night_transaction_flag AND tokenised_flag AND low_mcc_entropy_x_card_not_present,681,0.009728571428571428,68,0.09985315712187959,0.025471428571428572,0.07438172855045101,3.9202024669274094,3,STRONG,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác.",,,,
